age_of_driver,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,age_is_outlier,is_young_driver,is_senior_driver,safety_risk_score,low_safety_flag,is_low_income,is_high_income,log_annual_income,is_repeat_claimer,is_serial_claimer,is_extreme_claimer,log_past_claims,witness_absent,witness_unknown,no_verification,full_liability_flag,zero_liability_flag,extreme_liability_flag,no_police_report,log_claim_payout,accident_parking,accident_highway,accident_local,log_vehicle_price,log_vehicle_weight,price_per_weight,residual_value_ratio,estimated_residual_value,payout_to_residual_ratio,payout_to_price_ratio,high_payout_ratio_flag,old_vehicle_high_claim,new_vehicle_flag,new_vehicle_high_claim,veh_size_Large,veh_size_Medium,vehicle_to_income_ratio,payout_to_income_ratio,low_income_overpriced_vehicle,low_income_high_claim,no_witness_no_report,repeat_no_witness,living_status_rent,unstable_lifestyle,channel_broker,channel_online,broker_no_report,income_safety_interaction,claim_month,claim_year,claim_quarter,claim_day,is_weekend_claim,is_monday_claim,day_of_week_num,day_of_week_sin,day_of_week_cos,month_sin,month_cos,is_winter_claim,is_summer_claim,weekend_no_witness,zip_fraud_rate_oof,is_high_risk_zip_oof,composite_risk_score,risk_grade,payout_to_income_ratio_clipped,payout_to_price_ratio_clipped,payout_to_residual_ratio_clipped,residual_to_income_ratio,claim_to_weight_ratio,claim_to_weight_ratio_clipped,payout_per_safety,vehicle_price_per_driver_age,serial_no_report,serial_no_witness,repeat_claim_full_liability,no_witness_no_report_full_liability,composite_x_income_ratio,income_bin,income_claim_bin_gap,payout_to_income_ratio_rank_pct,claim_est_payout_rank_pct,vehicle_price_rank_pct,past_num_of_claims_rank_pct,top10_payout_to_income_ratio,top5_payout_to_income_ratio,top1_payout_to_income_ratio,top10_claim_est_payout,top5_claim_est_payout,top1_claim_est_payout,top10_vehicle_price,top5_vehicle_price,top1_vehicle_price,top10_past_num_of_claims,top5_past_num_of_claims,top1_past_num_of_claims,payout_to_income_ratio_z,claim_est_payout_z,vehicle_price_z,past_num_of_claims_z,annual_income_z,fraud_combo_1,fraud_combo_2,fraud_combo_3,fraud_combo_4,payout_vs_price_ratio,claim_over_income_plus_price,annual_income_bucket_q5,claim_est_payout_bucket_q5,vehicle_price_bucket_q5,past_num_of_claims_bucket_q5,low_income_bucket_high_claim,repeat_high_payout,income_x_vehicle,risk_score_interaction,claim_liability_interaction,fraud
47,1.0,43,108888,1,1,0,0,13,0,3995.36,7,15000.0,15800.7448,0,0,0,57,1,0,1,11.59808429371818,0,0,0,0.0,1,0,1,0,0,0,1,8.293139225800665,1,0,0,9.61587214452889,9.66787564329782,0.949322338213492,0.3999999999999999,5999.999999999999,0.6658933332223512,0.2663573333155762,0,1,0,0,1,0,0.1377562265801763,0.0366923811619582,0,0,1,0,0,0,1,0,1,6206616,12,2016,4,15,0,0,3,0.4338837391175582,-0.900968867902419,-2.4492935982947064e-16,1.0,1,0,0,0.0974940898345153,0,8,2,0.0366923811619582,0.2663573333155762,0.6658933332223512,0.0551024906320705,0.2528589664803105,0.2528589664803105,92.9153466763873,319.14892937981006,0,0,0,0,8.293539049295665,4,-3,0.7116666666666667,0.7887222222222222,0.4467777777777778,0.5501111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.1379610003544762,0.6894722384638118,-0.7513516806606467,-0.6461239950824981,1.1502647871674816,0,0,0,0,2.4459956775889745e-06,0.0322495136773059,4.0,1.0,0.0,0.0,0,0,1633320000.0,0.0,10.253388888888889,0.0
59,1.0,91,110812,1,1,0,0,41,1,0.0,4,48796.87560924169,23175.18071,0,0,0,9,0,0,1,11.615599374932724,0,0,0,0.0,1,0,1,0,0,0,0,0.0,0,0,1,10.79544205829616,10.050880336709088,2.1055661320509342,0.7,34157.81292646918,0.0,0.0,0,0,0,0,0,0,0.4403573223910888,0.0,0,0,0,0,0,0,1,0,0,997308,4,2015,2,20,0,1,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0.1079052823315118,0,2,0,0.0,0.0,0.0,0.3082501256737621,0.0,0.0,0.0,827.0656742741697,0,0,0,0,2.0,4,-4,0.5055,0.5055,0.8063888888888889,0.5501111111111111,0,0,0,0,0,0,0,0,0,0,0,0,-0.6055894195728593,-0.6796379582970383,0.8635564640801572,-0.6461239950824981,1.2202866611433418,0,0,0,0,0.0,0.0,4.0,0.0,2.0,0.0,0,0,5407279380.01129,0.0,20.7255,0.0
41,1.0,70,92973,0,0,14,0,50,1,0.0,11,15000.0,23605.10513,0,0,0,30,0,0,0,11.440075163155973,1,1,0,2.70805020110221,1,0,1,0,0,0,0,0.0,0,0,1,9.61587214452889,10.06926064950786,0.6354557591146193,0.05,750.0,0.0,0.0,0,0,0,0,1,0,0.1613371624002523,0.0,0,0,0,1,1,0,0,0,0,2789190,2,2015,1,28,1,0,5,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,1,0,1,0.1145555555555555,0,4,1,0.0,0.0,0.0,0.0080668581200126,0.0,0.0,0.0,365.8536496133256,0,1,0,0,4.0,3,-3,0.5055,0.5055,0.4467777777777778,0.937,0,0,0,0,0,0,0,0,0,1,0,0,-0.6055894195728593,-0.6796379582970383,-0.7513516806606467,1.8573854418741969,0.5710557828401343,0,0,0,0,0.0,0.0,3.0,0.0,0.0,2.0,0,0,1394595000.0,7.076999999999999,25.275,1.0
31,1.0,86,92834,0,1,9,0,69,1,606.92,1,15000.0,22086.44797,0,0,0,14,0,0,0,11.438579002841571,1,1,0,2.302585092994046,1,0,1,0,0,0,0,6.41004329436153,0,1,0,9.61587214452889,10.002764760994165,0.6791494956407357,1.0,15000.0,0.0404613333306359,0.0404613333306359,0,0,1,0,0,1,0.1615787319283713,0.0065376909321311,0,0,0,1,0,0,1,0,0,1299676,2,2016,1,19,0,0,4,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1,0,0,0.1944159544159544,1,5,1,0.0065376909321311,0.0404613333306359,0.0404613333306359,0.1615787319283713,0.027479294126285,0.027479294126285,7.057209220265009,483.8709521331951,0,1,0,0,5.032688454660655,3,-3,0.5452222222222223,0.5520555555555555,0.4467777777777778,0.8452222222222222,0,0,0,0,0,0,0,0,0,0,0,0,-0.4731067982765044,-0.4716616155849686,-0.7513516806606467,0.9632749286753772,0.5659970299905269,0,0,0,0,4.358170076458425e-07,0.0056282283117204,3.0,0.0,0.0,2.0,0,0,1392510000.0,4.907,38.09183333333333,1.0
48,1.0,89,89906,1,0,0,0,47,1,5122.01,1,15000.0,17695.01417,0,0,0,11,0,0,0,11.406531081722104,0,0,0,0.0,1,0,1,0,0,0,0,8.541497435918558,0,1,0,9.61587214452889,9.781094705067671,0.8476964106976075,1.0,15000.0,0.3414673333105688,0.3414673333105688,0,0,1,1,1,0,0.1668409227396743,0.0569707249787892,0,0,0,0,0,0,1,0,0,988966,12,2015,4,2,0,0,2,0.9749279121818236,-0.2225209339563143,-2.4492935982947064e-16,1.0,1,0,0,0.0974940898345153,0,1,0,0.0569707249787892,0.3414673333105688,0.3414673333105688,0.1668409227396743,0.2894606328371502,0.2894606328371502,57.55067351066659,312.49999348958346,0,0,0,0,1.0569707249787892,3,-1,0.7996111111111112,0.848,0.4467777777777778,0.5501111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.5488902064444878,1.075547086082202,-0.7513516806606467,-0.6461239950824981,0.4594356750002364,0,0,0,0,3.797795145323072e-06,0.0488242919914893,3.0,2.0,0.0,0.0,0,0,1348590000.0,0.0,39.856,0.0
58,1.0,73,35649,1,0,14,0,81,1,1136.73,1,34786.85982300338,27563.54692,0,0,0,27,0,1,0,10.48150442584244,1,1,0,2.70805020110221,1,0,1,0,0,0,0,7.036790328188083,1,0,0,10.457023749237452,10.22428569410292,1.2620603553928,1.0,34786.85982300338,0.032676993719785,0.032676993719785,0,0,1,0,0,0,0.9758158664205888,0.0318867289396087,0,0,0,1,1,0,1,0,0,962523,8,2016,3,20,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0,1,1,0.17003003003003,0,6,2,0.0318867289396087,0.032676993719785,0.032676993719785,0.9758158664205888,0.0412403383083456,0.0412403383083456,15.571643622306253,599.773434883275,0,1,0,0,6.1913203736376525,0,0,0.6853333333333333,0.5931666666666666,0.6743333333333333,0.937,0,0,0,0,0,0,0,0,0,1,0,0,0.0405771671227054,-0.2901089461519597,0.1941191805060285,1.8573854418741969,-1.515188449900102,0,0,0,0,9.166050772001524e-07,0.0161382833198453,0.0,0.0,1.0,2.0,0,0,1240116765.8302476,9.594666666666669,48.0465,0.0
62,1.0,96,55856,1,1,0,1,0,1,1916.13,1,15000.0,21797.50318,0,0,0,4,0,0,0,10.930550132364164,0,0,0,0.0,0,0,0,0,1,1,0,7.558584555039526,1,0,0,9.61587214452889,9.989596584951984,0.6881522106199252,1.0,15000.0,0.1277419999914838,0.1277419999914838,0,0,1,0,0,0,0.268547694065659,0.0343048195353354,0,0,0,0,0,0,1,0,0,223424,8,2015,3,23,1,0,6,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,0,1,0,0.1405273069679849,0,4,1,0.0343048195353354,0.1277419999914838,0.1277419999914838,0.268547694065659,0.0879059396890104,0.0879059396890104,19.959687292086592,241.9354799687826,0,0,0,0,4.137219278141342,1,0,0.699,0.6510555555555556,0.4467777777777778,0.5501111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.0895784099131032,-0.0230280104276679,-0.7513516806606467,-0.6461239950824981,-0.7797768036266047,0,0,0,0,2.2868355131690265e-06,0.0270422117782711,1.0,1.0,0.0,0.0,0,0,837840000.0,0.0,0.0,0.0
50,1.0,73,99220,1,1,18,0,63,1,1302.25,13,15000.0,35564.86548,0,0,0,27,0,0,0,11.505104964417434,1,1,1,2.9444389791664403,1,0,1,0,0,0,0,7.172616423648216,0,1,0,9.61587214452889,10.479141622032492,0.4217645644692098,0.05,750.0,1.7363333310182223,0.0868166666608788,0,0,0,0,0,1,0.151179197740867,0.0131248740172029,0,0,0,1,1,1,1,0,0,2678940,3,2015,1,26,0,0,3,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,0.1702801932367149,0,6,2,0.0131248740172029,0.0868166666608788,1.7363333310182223,0.0075589598870433,0.0366161936053352,0.0366161936053352,17.83904085151999,299.99999400000013,0,1,0,0,6.078749244103218,3,-2,0.5835,0.6059444444444444,0.4467777777777778,0.9729444444444444,0,0,0,0,0,0,0,0,0,1,1,0,-0.339621246400645,-0.2333893715034034,-0.7513516806606467,2.572673852433252,0.798408509829323,0,0,0,0,8.749332722037175e-07,0.0114011433973489,3.0,1.0,0.0,2.0,0,0,1488300000.0,10.503,38.1745,0.0
44,0.0,69,43182,0,0,0,0,76,0,0.0,1,78576.37704529995,10820.43667,0,0,0,31,0,1,0,10.673202178264953,0,0,0,0.0,1,0,1,0,0,0,1,0.0,0,0,1,11.271839113136918,9.28928432269886,7.261848983959545,1.0,78576.37704529995,0.0,0.0,0,0,1,0,0,0,1.8196558066666733,0.0,1,0,1,0,0,0,1,0,1,1338642,10,2015,4,6,0,0,1,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0,0,0.1430917874396135,0,6,2,0.0,0.0,0.0,1.8196558066666733,0.0,0.0,0.0,1785.8267104425736,0,0,0,0,6.0,0,0,0.5055,0.5055,0.9635,0.5501111111111111,0,0,0,0,0,0,1,1,0,0,0,0,-0.6055894195728593,-0.6796379582970383,2.2865033651913507,-0.6461239950824981,-1.2410331605756968,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,3393085113.5701423,0.0,38.418,1.0
47,1.0,53,83923,0,1,0,0,50,1,8020.52,1,100192.47751196906,12325.49515,0,0,0,47,1,0,0,11.337666906376592,0,0,0,0.0,1,0,1,0,0,0,0,8.98988320908728,0,0,1,11.514858370823225,9.419506301898211,8.128880526462272,1.0,100192.47751196906,0.0800511195958979,0.0800511195958979,0,0,1,1,0,1,1.1938619628799638,0.0955699867724513,0,0,0,0,0,0,1,0,0,3944381,5,2015,2,8,0,0,4,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,0,0,0,0.1381851851851851,0,4,1,0.0955699867724513,0.0800511195958979,0.0800511195958979,1.1938619628799638,0.6507259872110918,0.6507259872110918,151.33056318244223,2131.754795323708,0,0,0,0,4.382279947089805,2,0,0.9061111111111112,0.9461666666666668,0.9932222222222222,0.5501111111111111,1,0,0,1,0,0,1,1,1,0,0,0,1.3310824874218428,2.0687941517817365,3.319380401067824,-0.6461239950824981,0.2416909390347623,0,0,0,0,9.53854374004343e-07,0.0435622064268258,2.0,2.0,2.0,0.0,0,0,8408453290.2369795,0.0,47.30833333333334,0.0
46,1.0,90,62666,0,1,2,1,100,1,0.0,13,30203.14335634287,21249.2847,0,0,0,10,0,0,0,11.045590272278766,1,0,0,1.0986122886681098,0,0,0,1,0,1,0,0.0,1,0,0,10.315734391182176,9.964125571909872,1.421372238234518,0.05,1510.1571678171435,0.0,0.0,0,0,0,0,0,0,0.4819701808933217,0.0,0,0,0,0,1,1,1,0,0,626660,4,2016,2,22,0,0,4,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0.1605100182149362,0,6,2,0.0,0.0,0.0,0.024098509044666,0.0,0.0,0.0,656.5900586902785,0,0,1,0,6.0,1,-1,0.5055,0.5055,0.6246666666666667,0.6286111111111111,0,0,0,0,0,0,0,0,0,0,0,0,-0.6055894195728593,-0.6796379582970383,-0.0249034635033621,-0.2884797898029703,-0.5319343079012365,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1892710181.5685823,1.011,50.55,0.0
34,1.0,89,33337,1,0,4,0,60,0,0.0,1,15000.0,20418.65669,0,0,0,11,0,1,0,10.414453166503034,1,0,0,1.6094379124341005,1,0,1,0,0,0,1,0.0,0,0,1,9.61587214452889,9.92425327913854,0.7346222734922421,1.0,15000.0,0.0,0.0,0,0,1,0,0,1,0.4499505054309041,0.0,0,0,1,1,1,0,1,0,1,366707,6,2015,2,16,0,0,1,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,1,0,0.2521637426900585,1,7,2,0.0,0.0,0.0,0.4499505054309041,0.0,0.0,0.0,441.1764576124572,0,0,0,0,7.0,0,0,0.5055,0.5055,0.4467777777777778,0.7018888888888889,0,0,0,0,0,0,0,0,0,0,0,0,-0.6055894195728593,-0.6796379582970383,-0.7513516806606467,0.0691644154765575,-1.5993311591683914,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,500055000.0,2.022,30.33,0.0
