accident_parking,age_of_driver,high_education_ind,age_of_driver_sq,marital_status,address_change_ind,witness_absent,no_verification,claim_year,zip_rate_x_accident_highway,age_of_driver_x_safty_rating,female_x_witness_absent,vehicle_price_per_driver_age,safty_rating,safty_rating_x_liab_prct,age_over_safety,age_of_driver_x_liab_prct,safety_risk_score,day_of_week_sin,female_x_liab_prct,unstable_lifestyle,witness_present_ind,vehicle_weight_x_liab_prct,female_x_zip_fraud_rate_oof,day_of_week_cos,liab_prct_sq,vehicle_price,day_of_week_num,zip_rate_x_is_female,payout_to_income_ratio_clipped,safty_rating_sq,gender_oof_rate,liab_prct,liab_over_income_k,zip_rate_x_annual_income,zip_fraud_rate_oof,zip_rate_x_liab_prct,claim_day,residual_value_ratio,residual_to_income_ratio,fraud
1,47,1,2209,1.0,1,1,1,2016,0.0,2021,0,319.14892937981006,43,559,1.068181818181818,611,57,0.4338837391175582,0,0,0,205409.6824,0.0,-0.900968867902419,169,15000.0,3,0.0,0.0366923811619582,1849,0.1378622706726934,13,0.1183022714036109,10615.936453900702,0.0974940898345153,1.267423167848699,15,0.3999999999999999,0.0551024906320705,0.0
0,59,1,3481,1.0,1,1,1,2015,0.0,5369,1,827.0656742741697,91,3731,0.6413043478260869,2419,9,0.0,41,0,0,950182.40911,0.1079052823315118,1.0,1681,48796.87560924169,0,0.1079052823315118,0.0,8281,0.1792109477362061,41,0.366686938790112,11957.200145719486,0.1079052823315118,4.424116575591984,20,0.7,0.3082501256737621,0.0
0,41,0,1681,1.0,0,1,1,2015,0.0,2870,0,365.8536496133256,70,3500,0.5774647887323944,2050,30,-0.9749279121818236,0,0,0,1180255.2565,0.0,-0.2225209339563146,2500,15000.0,5,0.0,0.0,4900,0.141159188034188,50,0.5320677215796027,10650.573666666662,0.1145555555555555,5.727777777777774,28,0.05,0.0080668581200126,1.0
0,31,0,961,1.0,1,1,1,2016,0.1944159544159544,2666,0,483.8709521331951,86,5934,0.3563218390804598,2139,14,-0.433883739117558,0,0,0,1523964.90993,0.0,-0.9009688679024191,4761,15000.0,4,0.0,0.0065376909321311,7396,0.1378622706726934,69,0.7353411343436281,18048.410712250712,0.1944159544159544,13.414700854700854,19,1.0,0.1615787319283713,1.0
0,48,1,2304,1.0,0,1,1,2015,0.0974940898345153,4272,0,312.49999348958346,89,4183,0.5333333333333333,2256,11,0.9749279121818236,0,0,0,831665.6659899999,0.0,-0.2225209339563143,2209,15000.0,2,0.0,0.0569707249787892,7921,0.141159188034188,47,0.5170175785976723,8765.303640661932,0.0974940898345153,4.582222222222219,2,1.0,0.1668409227396743,0.0
1,58,1,3364,1.0,0,1,1,2016,0.0,4234,0,599.773434883275,73,5913,0.7837837837837838,4698,27,-0.9749279121818236,0,0,0,2232647.30052,0.0,-0.2225209339563146,6561,34786.85982300338,5,0.0,0.0318867289396087,5329,0.1378622706726934,81,2.210155802341128,6061.40054054054,0.17003003003003,13.77243243243243,20,1.0,0.9758158664205888,0.0
1,62,1,3844,1.0,1,0,0,2015,0.0,5952,0,241.9354799687826,96,0,0.6391752577319587,0,4,-0.7818314824680299,0,0,1,0.0,0.1405273069679849,0.6234898018587334,0,15000.0,6,0.1405273069679849,0.0343048195353354,9216,0.1767939814814814,0,0.0,7849.293258003765,0.1405273069679849,0.0,23,1.0,0.268547694065659,0.0
0,50,1,2500,1.0,1,1,1,2015,0.1702801932367149,3650,0,299.99999400000013,73,4599,0.6756756756756757,3150,27,0.4338837391175582,0,1,0,2240586.52524,0.0,-0.900968867902419,3969,15000.0,3,0.0,0.0131248740172029,5329,0.141159188034188,63,0.6286170425064858,16895.200772946853,0.1702801932367149,10.727652173913038,26,0.05,0.0075589598870433,0.0
0,44,0,1936,0.0,0,1,1,2015,0.0,3036,1,1785.8267104425736,69,5244,0.6285714285714286,3344,31,0.7818314824680298,76,0,0,822353.1869199999,0.1430917874396135,0.6234898018587336,5776,78576.37704529995,1,0.1430917874396135,0.0,4761,0.1767939814814814,76,1.7201575302159249,6178.989565217391,0.1430917874396135,10.874975845410626,6,1.0,1.8196558066666733,1.0
0,47,0,2209,1.0,1,1,1,2015,0.0,2491,0,2131.754795323708,53,2650,0.8703703703703703,2350,47,-0.433883739117558,0,0,0,616274.7575000001,0.0,-0.9009688679024191,2500,100192.47751196906,4,0.0,0.0955699867724513,2809,0.1378622706726934,50,0.5887686492469649,11596.915296296287,0.1381851851851851,6.909259259259255,8,1.0,1.1938619628799638,0.0
1,46,0,2116,1.0,1,0,0,2016,0.0,4140,0,656.5900586902785,90,9000,0.5054945054945055,4600,10,-0.433883739117558,100,1,1,2124928.47,0.1605100182149362,-0.9009688679024191,10000,30203.14335634287,4,0.1605100182149362,0.0,8100,0.1770458794764849,100,1.5706970753620455,10058.520801457193,0.1605100182149362,16.05100182149362,22,0.05,0.024098509044666,0.0
0,34,1,1156,1.0,0,1,1,2015,0.0,3026,1,441.1764576124572,89,5340,0.3777777777777777,2040,11,0.7818314824680298,60,0,0,1225119.4014,0.2521637426900585,0.6234898018587336,3600,15000.0,1,0.2521637426900585,0.0,7921,0.1805757487641756,60,1.7473862014736288,8406.382690058479,0.2521637426900585,15.12982456140351,16,1.0,0.4499505054309041,0.0
0,23,1,529,1.0,1,1,1,2015,0.0,1426,0,1951.9583437507863,62,4278,0.365079365079365,1587,38,-0.7818314824680299,0,0,0,591795.5551440001,0.0,0.6234898018587334,4761,44895.04385822643,6,0.0,0.0421225584062797,3844,0.1390253618377373,69,0.746874492612437,10185.537373737368,0.1114574314574314,7.690562770562766,2,1.0,0.4912736647998595,0.0
0,57,1,3249,1.0,1,1,1,2015,0.1732940019665683,5016,1,263.15789012003705,88,8624,0.6404494382022472,5586,12,-0.7818314824680299,98,0,0,860156.213168,0.1732940019665683,0.6234898018587334,9604,15000.0,6,0.1732940019665683,0.0,7744,0.1799418604651163,98,1.165057777355081,14403.50426745329,0.1732940019665683,16.982812192723692,18,1.0,0.1804706674986709,0.0
0,34,0,1156,1.0,1,0,0,2015,0.0,3094,0,621.1207820467102,91,3003,0.3695652173913043,1122,9,0.9749279121818236,0,1,1,555029.4357299999,0.0,-0.2225209339563143,1089,21118.107210708928,2,0.0,0.0,8281,0.1390253618377373,33,0.3154966203619607,17852.169898989898,0.1723232323232323,5.686666666666666,14,0.1999999999999999,0.0407697273289865,0.0
1,44,1,1936,1.0,1,1,1,2016,0.0,2816,0,831.3781028816943,64,5632,0.676923076923077,3872,36,0.0,0,0,0,1287771.80312,0.0,1.0,7744,36580.63735817265,0,0.0,0.0,4096,0.1405935275950047,88,1.4284786702162198,7120.538347578348,0.1174928774928775,10.33937321937322,7,1.0,0.6036010388352098,0.0
0,31,1,961,0.0,0,1,1,2016,0.0,2666,0,2280.204010803965,86,7138,0.3563218390804598,2573,14,-0.7818314824680299,0,0,0,1847108.78493,0.0,0.6234898018587334,6889,70686.32661512695,6,0.0,0.0,7396,0.1378622706726934,83,1.763668430335097,11597.581256038644,0.2517874396135265,20.8983574879227,11,0.2999999999999999,0.4603872687105728,0.0
0,40,1,1600,1.0,0,1,1,2016,0.0,3240,1,393.4101660468607,81,7857,0.4878048780487805,3880,19,0.7818314824680298,97,0,0,2466375.40917,0.1505653021442495,0.6234898018587336,9409,15736.407035284592,1,0.1505653021442495,0.0847568100394717,6561,0.1799418604651163,97,0.7711939194937152,18787.38783625731,0.1505653021442495,14.604834307992205,22,0.05,0.0063057113116624,0.0
0,66,1,4356,1.0,1,1,1,2015,0.0,5148,0,227.2727238292012,78,3822,0.8354430379746836,3234,22,0.0,0,1,0,793508.9351,0.0,1.0,2401,15000.0,0,0.0,0.0551401697044304,6084,0.1405935275950047,49,0.6844244549048091,10185.146419753086,0.1442798353909465,7.069711934156378,19,1.0,0.2124856572151278,0.0
0,55,1,3025,1.0,1,1,1,2016,0.0,3135,1,272.72726776859514,57,4617,0.9482758620689656,4455,43,0.0,81,0,0,4062926.38014,0.1162962962962963,1.0,6561,15000.0,0,0.1162962962962963,0.0,3249,0.1767939814814814,81,1.477482078689601,6259.415555555555,0.1162962962962963,9.42,22,1.0,0.2786912658105514,0.0
1,38,1,1444,1.0,0,1,1,2016,0.0,2926,0,394.7368317174518,77,3927,0.4871794871794871,1938,23,0.4338837391175582,0,0,0,602151.26352,0.0,-0.900968867902419,2601,15000.0,3,0.0,0.0101293333980636,5929,0.1378622706726934,51,0.4911638657485433,14210.27351851851,0.1381851851851851,7.04744444444444,8,0.8,0.1166917878142977,0.0
1,52,1,2704,1.0,1,1,1,2016,0.0,4524,1,288.4615329142013,87,2262,0.5909090909090909,1352,13,0.0,26,0,0,252913.111308,0.2177777777777778,1.0,676,15000.0,0,0.2177777777777778,0.0,7569,0.1799418604651163,26,0.2317497103128621,24214.71111111111,0.2177777777777778,5.662222222222223,7,1.0,0.134904218004003,0.0
1,43,1,1849,1.0,1,1,1,2015,0.0,2838,1,1497.7041340158348,66,2970,0.6417910447761194,1935,34,0.7818314824680298,45,0,0,314016.444225,0.2271023965141612,0.6234898018587336,2025,64401.27926038503,1,0.2271023965141612,0.0,4356,0.1770458794764849,45,0.4560333208346422,22182.680784313725,0.2271023965141612,10.219607843137254,17,0.1999999999999999,0.131865801078505,0.0
0,50,1,2500,1.0,0,0,0,2016,0.1896145124716553,4500,0,299.99999400000013,90,7380,0.5494505494505495,4100,10,-0.9749279121818236,0,0,1,948611.38546,0.0,-0.2225209339563146,6724,15000.0,5,0.0,0.0949156350755244,8100,0.1382978723404255,82,1.6712524202588404,9113.821541950112,0.1896145124716553,15.548390022675736,26,1.0,0.3120773951875153,0.0
0,46,1,2116,1.0,1,1,1,2016,0.0,3266,1,326.0869494328924,71,1278,0.6388888888888888,828,29,0.4338837391175582,18,0,0,390349.32678,0.2105858585858586,-0.900968867902419,324,15000.0,3,0.2105858585858586,0.0,5041,0.1767939814814814,18,0.2592128569577051,14412.70674747475,0.2105858585858586,3.790545454545455,20,1.0,0.2191668736544006,0.0
0,39,1,1521,1.0,1,1,1,2015,0.0,3432,1,737.0670552378691,88,8624,0.4382022471910112,3822,12,0.9749279121818236,98,0,0,754184.905418,0.1343310657596371,-0.2225209339563143,9604,28745.61589134395,2,0.1343310657596371,0.0,7744,0.1792109477362061,98,0.7827913701245277,16682.97804988661,0.1343310657596371,13.164444444444436,22,1.0,0.2314592279042497,0.0
1,73,1,5329,1.0,1,1,1,2015,0.0,5183,1,205.4794492400076,71,2130,1.0138888888888888,2190,29,-0.433883739117558,30,0,0,679253.5647,0.1648309178743961,-0.9009688679024191,900,15000.0,4,0.1648309178743961,0.0,5041,0.1770458794764849,30,0.3028681614893037,16162.16599033816,0.1648309178743961,4.944927536231883,6,1.0,0.1529784912225737,0.0
1,69,1,4761,1.0,0,1,1,2015,0.0,4623,1,423.4917263796218,67,1474,1.0147058823529411,1518,33,-0.7818314824680299,22,0,0,495294.23548,0.1429501915708812,0.6234898018587334,484,29220.92954368563,6,0.1429501915708812,0.008429180406906,4489,0.1767939814814814,22,0.1948678884292762,15995.697586206894,0.1429501915708812,3.144904214559386,18,1.0,0.2611413133812746,0.0
1,54,0,2916,1.0,1,1,1,2016,0.0,4536,0,277.777772633745,84,1512,0.6352941176470588,972,16,-0.7818314824680299,0,0,0,549637.5169800001,0.0,0.6234898018587334,324,15000.0,6,0.0,0.0,7056,0.1390253618377373,18,0.4717722912407611,8410.564740740741,0.2263703703703704,4.074666666666667,3,1.0,0.403725036324387,0.0
0,43,1,1849,1.0,1,1,1,2015,0.0,4042,0,553.5469780987164,94,3948,0.4526315789473684,1806,6,0.9749279121818236,0,0,0,1863428.42532,0.0,-0.2225209339563143,1764,23802.520611791784,2,0.0,0.0,8836,0.1378622706726934,42,1.0205073379337155,4815.616154589369,0.1199227053140096,5.036753623188403,8,0.3999999999999999,0.237100514106973,0.0
0,46,0,2116,1.0,0,1,1,2016,0.0,3220,0,326.0869494328924,70,5880,0.647887323943662,3864,30,-0.9749279121818236,0,0,0,1629325.68624,0.0,-0.2225209339563146,7056,15000.0,5,0.0,0.0594875012946667,4900,0.141159188034188,84,0.956186183109654,10539.35690821256,0.1213526570048309,10.193623188405796,17,1.0,0.1727135603153437,0.0
0,39,1,1521,0.0,1,0,0,2015,0.0881196581196581,3510,0,770.4944144604827,90,450,0.4285714285714285,195,10,0.9749279121818236,5,0,1,99198.9726,0.0881196581196581,-0.2225209339563143,25,30049.28293445324,2,0.0881196581196581,0.0,8100,0.1799418604651163,5,0.0698090025689713,6223.362735042734,0.0881196581196581,0.4405982905982905,7,0.8,0.3403860776396438,0.0
1,38,0,1444,0.0,1,1,1,2015,0.0,2736,0,394.7368317174518,72,6408,0.5205479452054794,3382,28,-0.9749279121818236,0,1,0,1503772.8707100002,0.0,-0.2225209339563146,7921,15000.0,5,0.0,0.0,5184,0.141159188034188,89,1.412115634817377,6913.25864357864,0.1114574314574314,9.919711399711394,29,0.7,0.1692838487058768,0.0
1,40,1,1600,1.0,1,1,1,2016,0.0,2840,1,374.9999906250002,71,6603,0.5555555555555556,3720,29,0.4338837391175582,93,0,0,3613015.20405,0.1629111111111111,-0.900968867902419,8649,15000.0,3,0.1629111111111111,0.0224466505446852,5041,0.1767939814814814,93,1.931785135640397,7679.955599999999,0.1629111111111111,15.150733333333331,15,1.0,0.3181876034042215,0.0
1,38,0,1444,1.0,0,1,1,2016,0.0,2546,0,1150.495596140311,67,0,0.5588235294117647,0,33,0.7818314824680298,0,0,0,0.0,0.0,0.6234898018587336,0,43718.8338038274,1,0.0,0.0,4489,0.141159188034188,0,0.0,6630.243456790124,0.1362257495590829,0.0,5,1.0,0.8982522200679901,0.0
0,51,1,2601,1.0,0,1,1,2016,0.0,4131,1,682.5542432794614,81,7290,0.6219512195121951,4590,19,-0.433883739117558,90,0,0,1927061.1414,0.1998274002157497,-0.9009688679024191,8100,34810.26708980677,4,0.1998274002157497,0.0,6561,0.1792109477362061,90,2.226400158321789,7877.995426105716,0.1998274002157497,17.984466019417475,26,1.0,0.8829714663383675,0.0
0,73,1,5329,0.0,1,1,1,2015,0.1073504273504273,5548,0,205.4794492400076,76,3952,0.948051948051948,3796,24,-0.433883739117558,0,0,0,1300034.12344,0.0,-0.9009688679024191,2704,15000.0,4,0.0,0.0,5776,0.1405935275950047,52,0.4771868002789707,11590.840341880335,0.1073504273504273,5.582222222222219,3,1.0,0.138924906455943,0.0
0,47,1,2209,1.0,0,1,1,2015,0.0,3290,0,606.2775198549798,70,6720,0.6619718309859155,4512,30,-0.7818314824680299,0,0,0,913512.247008,0.0,0.6234898018587334,9216,28495.04403946157,6,0.0,0.0003727916569346,4900,0.141159188034188,96,0.9249267766301834,22199.342585034006,0.2159637188208616,20.732517006802716,26,0.9,0.2494896454516492,0.0
0,66,1,4356,1.0,0,0,0,2015,0.0,4950,0,688.9236605201834,75,4425,0.868421052631579,3894,25,0.0,0,0,1,1766880.41984,0.0,1.0,3481,45468.96228325576,0,0.0,0.1448430115833222,5625,0.141159188034188,59,1.8498777199473253,3193.6513580246906,0.1033744855967078,6.09909465020576,2,0.05,0.0735886616847672,0.0
0,71,0,5041,0.0,1,0,0,2015,0.292609819121447,4970,0,211.2676026582028,70,6580,1.0,6674,30,-0.7818314824680299,94,1,1,1038283.73134,0.292609819121447,0.6234898018587334,8836,15000.0,6,0.292609819121447,0.0,4900,0.1805757487641756,94,0.9205037309778884,29588.11968992248,0.292609819121447,27.50532299741602,18,0.0999999999999999,0.0148341541563832,0.0
0,51,0,2601,1.0,1,1,1,2016,0.1791060025542784,4488,1,806.411999285273,88,6072,0.5730337078651685,3519,12,0.0,69,0,0,3314824.54467,0.1791060025542784,1.0,4761,41127.01276996092,0,0.1791060025542784,0.0,7744,0.1767939814814814,69,1.4851485148514851,8142.158876117495,0.1791060025542784,12.358314176245209,11,1.0,0.9046857186330012,0.0
0,44,0,1936,1.0,1,1,1,2016,0.0,3168,0,739.1882187217296,72,72,0.6027397260273972,44,28,-0.7818314824680299,0,0,0,37431.8213,0.0,0.6234898018587334,1,32524.28236294432,6,0.0,0.0364473540042689,5184,0.1382978723404255,1,0.009047808620752,12227.746133333329,0.1116444444444444,0.1116444444444444,19,0.3999999999999999,0.1187841290042268,1.0
0,22,1,484,1.0,1,0,0,2015,0.1492551892551892,2024,0,681.8181508264477,92,4876,0.2365591397849462,1166,8,0.9749279121818236,53,1,1,1036171.01185,0.1492551892551892,-0.2225209339563143,2809,15000.0,2,0.1492551892551892,0.0,8464,0.1770458794764849,53,0.9384683488269144,8279.931623931621,0.1492551892551892,7.910525030525027,13,0.6,0.1622352410966699,0.0
0,39,1,1521,1.0,1,1,1,2015,0.0,2886,0,384.61537475345193,74,3700,0.52,1950,26,0.9749279121818236,0,0,0,1509632.9765,0.0,-0.2225209339563143,2500,15000.0,2,0.0,0.0143629409394164,5476,0.141159188034188,50,0.762450821921986,14733.351111111107,0.2281481481481481,11.407407407407405,9,1.0,0.2322772461173731,0.0
0,42,1,1764,1.0,1,1,1,2016,0.2194074074074074,3822,1,357.142848639456,91,4550,0.4565217391304347,2100,9,0.7818314824680298,50,1,0,694950.717,0.2194074074074074,0.6234898018587336,2500,15000.0,1,0.2194074074074074,0.0,8281,0.1767939814814814,50,0.9050756643255377,11901.535407407408,0.2194074074074074,10.97037037037037,6,1.0,0.2765282796202985,1.0
0,49,1,2401,0.0,0,1,1,2015,0.0,3479,1,752.7768220000737,71,639,0.6805555555555556,441,29,-0.433883739117558,9,0,0,176241.86721,0.0979337231968811,-0.9009688679024191,81,36886.06503078043,4,0.0979337231968811,0.0,5041,0.1805757487641756,9,0.1120950566080035,7765.0669785575055,0.0979337231968811,0.8814035087719299,8,1.0,0.4652103700426948,0.0
0,34,1,1156,1.0,1,0,0,2016,0.2106172839506173,2346,0,441.1764576124572,69,3381,0.4857142857142857,1666,31,-0.433883739117558,0,0,1,1104586.00742,0.0,-0.9009688679024191,2401,15000.0,4,0.0,0.0675310512776683,4761,0.1405935275950047,49,0.6541182752636497,15566.723456790123,0.2106172839506173,10.320246913580249,1,1.0,0.2029495332133277,0.0
0,55,1,3025,0.0,0,1,1,2016,0.0,5115,1,272.72726776859514,93,7254,0.5851063829787234,4290,7,0.9749279121818236,78,0,0,698454.9417300001,0.1863663663663663,-0.2225209339563143,6084,15000.0,2,0.1863663663663663,0.0371215705720395,8649,0.1770458794764849,78,1.4602913093945409,9768.206726726725,0.1863663663663663,14.536576576576572,9,1.0,0.2861830808507997,1.0
1,79,1,6241,1.0,0,1,1,2016,0.0,6162,0,389.8438636462544,78,3900,1.0,3950,22,-0.9749279121818236,0,0,0,1537277.97,0.0,-0.2225209339563146,2500,30797.66561789796,5,0.0,0.028306825592092,6084,0.1378622706726934,50,0.4488008042510412,17440.374814814808,0.1579629629629629,7.898148148148144,16,1.0,0.278944149134293,0.0
0,51,1,2601,1.0,0,1,1,2016,0.0,4590,1,294.11764129181097,90,990,0.5604395604395604,561,10,-0.433883739117558,11,0,0,114667.08649,0.2225597749648382,-0.9009688679024191,121,15000.0,4,0.2225597749648382,0.0,8100,0.1792109477362061,11,0.0891373931364207,27242.42925457102,0.2225597749648382,2.44815752461322,3,1.0,0.1225440137239284,0.0
1,41,1,1681,0.0,0,1,1,2016,0.0,3772,1,792.970479737866,92,8556,0.4408602150537634,3813,8,-0.433883739117558,93,0,0,1689214.66236,0.1479693486590038,-0.9009688679024191,8649,32511.790462222983,4,0.1479693486590038,0.0597760227050086,8464,0.1799418604651163,93,1.8742064851574936,7194.417701149424,0.1479693486590038,13.761149425287352,27,1.0,0.6686779470096111,0.0
1,51,1,2601,1.0,1,1,1,2015,0.0,3213,0,906.6481285527926,63,5040,0.796875,4080,37,-0.7818314824680299,0,0,0,1566628.1992,0.0,0.6234898018587334,6400,46239.05546284055,6,0.0,0.0,3969,0.1382978723404255,80,1.9059417734788204,3190.8255072463767,0.0778743961352657,6.229951690821256,5,1.0,1.1284974730734625,0.0
0,63,1,3969,0.0,0,0,0,2015,0.0,5292,0,623.9476098313014,84,4200,0.7411764705882353,3150,16,0.9749279121818236,0,0,1,1258775.051,0.0,-0.2225209339563143,2500,39308.70004331959,2,0.0,0.0,7056,0.141159188034188,50,1.2702606574869162,5940.426740740739,0.1548518518518518,7.74259259259259,4,1.0,1.0246780679394951,0.0
0,59,1,3481,1.0,0,1,1,2015,0.0974940898345153,4366,0,254.2372838264868,74,0,0.7866666666666666,0,26,0.7818314824680298,0,0,0,0.0,0.0,0.6234898018587336,0,15000.0,1,0.0,0.0,5476,0.141159188034188,0,0.0,4546.344397163118,0.0974940898345153,0.0,29,1.0,0.3216675244398339,0.0
0,53,1,2809,1.0,0,0,0,2015,0.0,4770,0,1763.5434641257466,90,8280,0.5824175824175825,4876,10,0.4338837391175582,0,0,1,3774665.42032,0.0,-0.900968867902419,8464,93467.80536220803,3,0.0,0.0,8100,0.1405935275950047,92,1.471599724874834,8456.51951875442,0.1374663835810332,12.646907289455054,22,0.6,0.9116290328919354,0.0
1,41,0,1681,1.0,1,1,1,2016,0.0,3485,0,1854.4073875673992,85,7225,0.4767441860465116,3485,15,0.4338837391175582,0,0,0,1298862.62205,0.0,-0.900968867902419,7225,76030.70474467074,3,0.0,0.0,7225,0.1378622706726934,85,2.357705536447354,5057.296790123456,0.1442798353909465,12.263786008230452,4,1.0,2.169083211870982,0.0
0,31,0,961,1.0,0,1,1,2015,0.0,2573,0,483.8709521331951,83,6142,0.369047619047619,2294,17,0.9749279121818236,0,0,0,1906382.27314,0.0,-0.2225209339563143,5476,15000.0,2,0.0,0.0,6889,0.141159188034188,74,0.5968030711163443,22393.51945205479,0.1820700152207001,13.473181126331808,18,1.0,0.1219571686413812,0.0
0,20,1,400,0.0,1,1,1,2016,0.0,1020,1,786.7305176968534,51,1071,0.3846153846153846,420,49,0.7818314824680298,21,1,0,520444.00128,0.2735265700483092,0.6234898018587336,441,15734.611140667588,1,0.2735265700483092,0.0271023117885108,2601,0.1792109477362061,21,0.2132910813857826,26657.07893719807,0.2735265700483092,5.744057971014493,8,1.0,0.1614518314795872,0.0
0,25,1,625,1.0,0,1,1,2016,0.0,1425,0,599.999976000001,57,5529,0.4310344827586206,2425,43,-0.9749279121818236,0,0,0,5466780.337459999,0.0,-0.2225209339563146,9409,15000.0,5,0.0,0.0,3249,0.1382978723404255,97,0.928069806157791,16979.37347368421,0.1640233918128655,15.910269005847953,10,1.0,0.1449023358242537,0.0
0,53,0,2809,0.0,1,1,1,2015,0.0,3498,0,496.074798767583,66,1122,0.7910447761194029,901,34,0.4338837391175582,0,0,0,255876.11251,0.0,-0.900968867902419,289,26291.964830756697,3,0.0,0.066261456267801,4356,0.1390253618377373,17,0.1497889737693073,11337.389756613758,0.1007830687830688,1.7133121693121696,22,0.05,0.0116860448341332,0.0
0,41,1,1681,1.0,1,1,1,2015,0.0,3239,1,1026.7229711454045,79,2528,0.5125,1312,21,-0.433883739117558,32,0,0,486044.94528,0.2077629629629629,-0.9009688679024191,1024,42095.64284368455,4,0.2077629629629629,0.0,6241,0.1805757487641756,32,0.3682054586459244,17848.50062222222,0.2077629629629629,6.648414814814813,6,1.0,0.4900084141546136,0.0
