claim_id,feature,contribution
413,base_points,502.9254442729308
414,base_points,502.9254442729308
415,base_points,502.9254442729308
416,base_points,502.9254442729308
417,base_points,502.9254442729308
418,base_points,502.9254442729308
419,base_points,502.9254442729308
420,base_points,502.9254442729308
421,base_points,502.9254442729308
422,base_points,502.9254442729308
423,base_points,502.9254442729308
424,base_points,502.9254442729308
425,base_points,502.9254442729308
426,base_points,502.9254442729308
427,base_points,502.9254442729308
428,base_points,502.9254442729308
429,base_points,502.9254442729308
430,base_points,502.9254442729308
431,base_points,502.9254442729308
432,base_points,502.9254442729308
433,base_points,502.9254442729308
434,base_points,502.9254442729308
435,base_points,502.9254442729308
436,base_points,502.9254442729308
437,base_points,502.9254442729308
438,base_points,502.9254442729308
439,base_points,502.9254442729308
440,base_points,502.9254442729308
441,base_points,502.9254442729308
442,base_points,502.9254442729308
443,base_points,502.9254442729308
444,base_points,502.9254442729308
445,base_points,502.9254442729308
446,base_points,502.9254442729308
447,base_points,502.9254442729308
448,base_points,502.9254442729308
449,base_points,502.9254442729308
450,base_points,502.9254442729308
451,base_points,502.9254442729308
452,base_points,502.9254442729308
453,base_points,502.9254442729308
454,base_points,502.9254442729308
455,base_points,502.9254442729308
456,base_points,502.9254442729308
457,base_points,502.9254442729308
458,base_points,502.9254442729308
459,base_points,502.9254442729308
460,base_points,502.9254442729308
461,base_points,502.9254442729308
462,base_points,502.9254442729308
463,base_points,502.9254442729308
464,base_points,502.9254442729308
465,base_points,502.9254442729308
466,base_points,502.9254442729308
467,base_points,502.9254442729308
468,base_points,502.9254442729308
469,base_points,502.9254442729308
470,base_points,502.9254442729308
471,base_points,502.9254442729308
472,base_points,502.9254442729308
473,base_points,502.9254442729308
474,base_points,502.9254442729308
475,base_points,502.9254442729308
476,base_points,502.9254442729308
477,base_points,502.9254442729308
478,base_points,502.9254442729308
479,base_points,502.9254442729308
480,base_points,502.9254442729308
481,base_points,502.9254442729308
482,base_points,502.9254442729308
483,base_points,502.9254442729308
484,base_points,502.9254442729308
485,base_points,502.9254442729308
486,base_points,502.9254442729308
487,base_points,502.9254442729308
488,base_points,502.9254442729308
489,base_points,502.9254442729308
490,base_points,502.9254442729308
491,base_points,502.9254442729308
492,base_points,502.9254442729308
493,base_points,502.9254442729308
494,base_points,502.9254442729308
495,base_points,502.9254442729308
496,base_points,502.9254442729308
497,base_points,502.9254442729308
498,base_points,502.9254442729308
499,base_points,502.9254442729308
500,base_points,502.9254442729308
501,base_points,502.9254442729308
502,base_points,502.9254442729308
503,base_points,502.9254442729308
504,base_points,502.9254442729308
505,base_points,502.9254442729308
506,base_points,502.9254442729308
507,base_points,502.9254442729308
508,base_points,502.9254442729308
509,base_points,502.9254442729308
510,base_points,502.9254442729308
511,base_points,502.9254442729308
512,base_points,502.9254442729308
513,base_points,502.9254442729308
514,base_points,502.9254442729308
515,base_points,502.9254442729308
516,base_points,502.9254442729308
517,base_points,502.9254442729308
518,base_points,502.9254442729308
519,base_points,502.9254442729308
520,base_points,502.9254442729308
521,base_points,502.9254442729308
522,base_points,502.9254442729308
523,base_points,502.9254442729308
524,base_points,502.9254442729308
525,base_points,502.9254442729308
526,base_points,502.9254442729308
527,base_points,502.9254442729308
528,base_points,502.9254442729308
529,base_points,502.9254442729308
530,base_points,502.9254442729308
531,base_points,502.9254442729308
532,base_points,502.9254442729308
533,base_points,502.9254442729308
534,base_points,502.9254442729308
535,base_points,502.9254442729308
536,base_points,502.9254442729308
537,base_points,502.9254442729308
538,base_points,502.9254442729308
539,base_points,502.9254442729308
540,base_points,502.9254442729308
541,base_points,502.9254442729308
542,base_points,502.9254442729308
543,base_points,502.9254442729308
544,base_points,502.9254442729308
545,base_points,502.9254442729308
546,base_points,502.9254442729308
547,base_points,502.9254442729308
548,base_points,502.9254442729308
549,base_points,502.9254442729308
550,base_points,502.9254442729308
551,base_points,502.9254442729308
552,base_points,502.9254442729308
553,base_points,502.9254442729308
554,base_points,502.9254442729308
555,base_points,502.9254442729308
556,base_points,502.9254442729308
557,base_points,502.9254442729308
558,base_points,502.9254442729308
559,base_points,502.9254442729308
560,base_points,502.9254442729308
561,base_points,502.9254442729308
562,base_points,502.9254442729308
563,base_points,502.9254442729308
564,base_points,502.9254442729308
565,base_points,502.9254442729308
566,base_points,502.9254442729308
567,base_points,502.9254442729308
568,base_points,502.9254442729308
569,base_points,502.9254442729308
570,base_points,502.9254442729308
571,base_points,502.9254442729308
572,base_points,502.9254442729308
573,base_points,502.9254442729308
574,base_points,502.9254442729308
575,base_points,502.9254442729308
576,base_points,502.9254442729308
577,base_points,502.9254442729308
578,base_points,502.9254442729308
579,base_points,502.9254442729308
580,base_points,502.9254442729308
581,base_points,502.9254442729308
582,base_points,502.9254442729308
583,base_points,502.9254442729308
584,base_points,502.9254442729308
585,base_points,502.9254442729308
586,base_points,502.9254442729308
587,base_points,502.9254442729308
588,base_points,502.9254442729308
589,base_points,502.9254442729308
590,base_points,502.9254442729308
591,base_points,502.9254442729308
592,base_points,502.9254442729308
593,base_points,502.9254442729308
594,base_points,502.9254442729308
595,base_points,502.9254442729308
596,base_points,502.9254442729308
597,base_points,502.9254442729308
598,base_points,502.9254442729308
599,base_points,502.9254442729308
600,base_points,502.9254442729308
601,base_points,502.9254442729308
602,base_points,502.9254442729308
603,base_points,502.9254442729308
604,base_points,502.9254442729308
605,base_points,502.9254442729308
606,base_points,502.9254442729308
607,base_points,502.9254442729308
608,base_points,502.9254442729308
609,base_points,502.9254442729308
610,base_points,502.9254442729308
611,base_points,502.9254442729308
612,base_points,502.9254442729308
613,base_points,502.9254442729308
614,base_points,502.9254442729308
615,base_points,502.9254442729308
616,base_points,502.9254442729308
617,base_points,502.9254442729308
618,base_points,502.9254442729308
619,base_points,502.9254442729308
620,base_points,502.9254442729308
621,base_points,502.9254442729308
622,base_points,502.9254442729308
623,base_points,502.9254442729308
624,base_points,502.9254442729308
625,base_points,502.9254442729308
626,base_points,502.9254442729308
627,base_points,502.9254442729308
628,base_points,502.9254442729308
629,base_points,502.9254442729308
630,base_points,502.9254442729308
631,base_points,502.9254442729308
632,base_points,502.9254442729308
633,base_points,502.9254442729308
634,base_points,502.9254442729308
635,base_points,502.9254442729308
636,base_points,502.9254442729308
637,base_points,502.9254442729308
638,base_points,502.9254442729308
639,base_points,502.9254442729308
640,base_points,502.9254442729308
641,base_points,502.9254442729308
642,base_points,502.9254442729308
643,base_points,502.9254442729308
644,base_points,502.9254442729308
645,base_points,502.9254442729308
646,base_points,502.9254442729308
647,base_points,502.9254442729308
648,base_points,502.9254442729308
649,base_points,502.9254442729308
650,base_points,502.9254442729308
651,base_points,502.9254442729308
652,base_points,502.9254442729308
653,base_points,502.9254442729308
654,base_points,502.9254442729308
655,base_points,502.9254442729308
656,base_points,502.9254442729308
657,base_points,502.9254442729308
658,base_points,502.9254442729308
659,base_points,502.9254442729308
660,base_points,502.9254442729308
661,base_points,502.9254442729308
662,base_points,502.9254442729308
663,base_points,502.9254442729308
664,base_points,502.9254442729308
665,base_points,502.9254442729308
666,base_points,502.9254442729308
667,base_points,502.9254442729308
668,base_points,502.9254442729308
669,base_points,502.9254442729308
670,base_points,502.9254442729308
671,base_points,502.9254442729308
672,base_points,502.9254442729308
673,base_points,502.9254442729308
674,base_points,502.9254442729308
675,base_points,502.9254442729308
676,base_points,502.9254442729308
677,base_points,502.9254442729308
678,base_points,502.9254442729308
679,base_points,502.9254442729308
680,base_points,502.9254442729308
681,base_points,502.9254442729308
682,base_points,502.9254442729308
683,base_points,502.9254442729308
684,base_points,502.9254442729308
685,base_points,502.9254442729308
686,base_points,502.9254442729308
687,base_points,502.9254442729308
688,base_points,502.9254442729308
689,base_points,502.9254442729308
690,base_points,502.9254442729308
691,base_points,502.9254442729308
692,base_points,502.9254442729308
693,base_points,502.9254442729308
694,base_points,502.9254442729308
695,base_points,502.9254442729308
696,base_points,502.9254442729308
697,base_points,502.9254442729308
698,base_points,502.9254442729308
699,base_points,502.9254442729308
700,base_points,502.9254442729308
701,base_points,502.9254442729308
702,base_points,502.9254442729308
703,base_points,502.9254442729308
704,base_points,502.9254442729308
705,base_points,502.9254442729308
706,base_points,502.9254442729308
707,base_points,502.9254442729308
708,base_points,502.9254442729308
709,base_points,502.9254442729308
710,base_points,502.9254442729308
711,base_points,502.9254442729308
712,base_points,502.9254442729308
713,base_points,502.9254442729308
714,base_points,502.9254442729308
715,base_points,502.9254442729308
716,base_points,502.9254442729308
717,base_points,502.9254442729308
718,base_points,502.9254442729308
719,base_points,502.9254442729308
720,base_points,502.9254442729308
721,base_points,502.9254442729308
722,base_points,502.9254442729308
723,base_points,502.9254442729308
724,base_points,502.9254442729308
725,base_points,502.9254442729308
726,base_points,502.9254442729308
727,base_points,502.9254442729308
728,base_points,502.9254442729308
729,base_points,502.9254442729308
730,base_points,502.9254442729308
731,base_points,502.9254442729308
732,base_points,502.9254442729308
733,base_points,502.9254442729308
734,base_points,502.9254442729308
735,base_points,502.9254442729308
736,base_points,502.9254442729308
737,base_points,502.9254442729308
738,base_points,502.9254442729308
739,base_points,502.9254442729308
740,base_points,502.9254442729308
741,base_points,502.9254442729308
742,base_points,502.9254442729308
743,base_points,502.9254442729308
744,base_points,502.9254442729308
745,base_points,502.9254442729308
746,base_points,502.9254442729308
747,base_points,502.9254442729308
748,base_points,502.9254442729308
749,base_points,502.9254442729308
750,base_points,502.9254442729308
751,base_points,502.9254442729308
752,base_points,502.9254442729308
753,base_points,502.9254442729308
754,base_points,502.9254442729308
755,base_points,502.9254442729308
756,base_points,502.9254442729308
757,base_points,502.9254442729308
758,base_points,502.9254442729308
759,base_points,502.9254442729308
760,base_points,502.9254442729308
761,base_points,502.9254442729308
762,base_points,502.9254442729308
763,base_points,502.9254442729308
764,base_points,502.9254442729308
765,base_points,502.9254442729308
766,base_points,502.9254442729308
767,base_points,502.9254442729308
768,base_points,502.9254442729308
769,base_points,502.9254442729308
770,base_points,502.9254442729308
771,base_points,502.9254442729308
772,base_points,502.9254442729308
773,base_points,502.9254442729308
774,base_points,502.9254442729308
775,base_points,502.9254442729308
776,base_points,502.9254442729308
777,base_points,502.9254442729308
778,base_points,502.9254442729308
779,base_points,502.9254442729308
780,base_points,502.9254442729308
781,base_points,502.9254442729308
782,base_points,502.9254442729308
783,base_points,502.9254442729308
784,base_points,502.9254442729308
785,base_points,502.9254442729308
786,base_points,502.9254442729308
787,base_points,502.9254442729308
788,base_points,502.9254442729308
789,base_points,502.9254442729308
790,base_points,502.9254442729308
791,base_points,502.9254442729308
792,base_points,502.9254442729308
793,base_points,502.9254442729308
794,base_points,502.9254442729308
795,base_points,502.9254442729308
796,base_points,502.9254442729308
797,base_points,502.9254442729308
798,base_points,502.9254442729308
799,base_points,502.9254442729308
800,base_points,502.9254442729308
801,base_points,502.9254442729308
802,base_points,502.9254442729308
803,base_points,502.9254442729308
804,base_points,502.9254442729308
805,base_points,502.9254442729308
806,base_points,502.9254442729308
807,base_points,502.9254442729308
808,base_points,502.9254442729308
809,base_points,502.9254442729308
810,base_points,502.9254442729308
811,base_points,502.9254442729308
812,base_points,502.9254442729308
813,base_points,502.9254442729308
814,base_points,502.9254442729308
815,base_points,502.9254442729308
816,base_points,502.9254442729308
817,base_points,502.9254442729308
818,base_points,502.9254442729308
819,base_points,502.9254442729308
820,base_points,502.9254442729308
821,base_points,502.9254442729308
822,base_points,502.9254442729308
823,base_points,502.9254442729308
824,base_points,502.9254442729308
825,base_points,502.9254442729308
826,base_points,502.9254442729308
827,base_points,502.9254442729308
828,base_points,502.9254442729308
829,base_points,502.9254442729308
830,base_points,502.9254442729308
831,base_points,502.9254442729308
832,base_points,502.9254442729308
833,base_points,502.9254442729308
834,base_points,502.9254442729308
835,base_points,502.9254442729308
836,base_points,502.9254442729308
837,base_points,502.9254442729308
838,base_points,502.9254442729308
839,base_points,502.9254442729308
840,base_points,502.9254442729308
841,base_points,502.9254442729308
842,base_points,502.9254442729308
843,base_points,502.9254442729308
844,base_points,502.9254442729308
845,base_points,502.9254442729308
846,base_points,502.9254442729308
847,base_points,502.9254442729308
848,base_points,502.9254442729308
849,base_points,502.9254442729308
850,base_points,502.9254442729308
851,base_points,502.9254442729308
852,base_points,502.9254442729308
853,base_points,502.9254442729308
854,base_points,502.9254442729308
855,base_points,502.9254442729308
856,base_points,502.9254442729308
857,base_points,502.9254442729308
858,base_points,502.9254442729308
859,base_points,502.9254442729308
860,base_points,502.9254442729308
861,base_points,502.9254442729308
862,base_points,502.9254442729308
863,base_points,502.9254442729308
864,base_points,502.9254442729308
865,base_points,502.9254442729308
866,base_points,502.9254442729308
867,base_points,502.9254442729308
868,base_points,502.9254442729308
869,base_points,502.9254442729308
870,base_points,502.9254442729308
871,base_points,502.9254442729308
872,base_points,502.9254442729308
873,base_points,502.9254442729308
874,base_points,502.9254442729308
875,base_points,502.9254442729308
876,base_points,502.9254442729308
877,base_points,502.9254442729308
878,base_points,502.9254442729308
879,base_points,502.9254442729308
880,base_points,502.9254442729308
881,base_points,502.9254442729308
882,base_points,502.9254442729308
883,base_points,502.9254442729308
884,base_points,502.9254442729308
885,base_points,502.9254442729308
886,base_points,502.9254442729308
887,base_points,502.9254442729308
888,base_points,502.9254442729308
889,base_points,502.9254442729308
890,base_points,502.9254442729308
891,base_points,502.9254442729308
892,base_points,502.9254442729308
893,base_points,502.9254442729308
894,base_points,502.9254442729308
895,base_points,502.9254442729308
896,base_points,502.9254442729308
897,base_points,502.9254442729308
898,base_points,502.9254442729308
899,base_points,502.9254442729308
900,base_points,502.9254442729308
901,base_points,502.9254442729308
902,base_points,502.9254442729308
903,base_points,502.9254442729308
904,base_points,502.9254442729308
905,base_points,502.9254442729308
906,base_points,502.9254442729308
907,base_points,502.9254442729308
908,base_points,502.9254442729308
909,base_points,502.9254442729308
910,base_points,502.9254442729308
911,base_points,502.9254442729308
912,base_points,502.9254442729308
913,base_points,502.9254442729308
914,base_points,502.9254442729308
915,base_points,502.9254442729308
916,base_points,502.9254442729308
917,base_points,502.9254442729308
918,base_points,502.9254442729308
919,base_points,502.9254442729308
920,base_points,502.9254442729308
921,base_points,502.9254442729308
922,base_points,502.9254442729308
923,base_points,502.9254442729308
924,base_points,502.9254442729308
925,base_points,502.9254442729308
926,base_points,502.9254442729308
927,base_points,502.9254442729308
928,base_points,502.9254442729308
929,base_points,502.9254442729308
930,base_points,502.9254442729308
931,base_points,502.9254442729308
932,base_points,502.9254442729308
933,base_points,502.9254442729308
934,base_points,502.9254442729308
935,base_points,502.9254442729308
936,base_points,502.9254442729308
937,base_points,502.9254442729308
938,base_points,502.9254442729308
939,base_points,502.9254442729308
940,base_points,502.9254442729308
941,base_points,502.9254442729308
942,base_points,502.9254442729308
943,base_points,502.9254442729308
944,base_points,502.9254442729308
945,base_points,502.9254442729308
946,base_points,502.9254442729308
947,base_points,502.9254442729308
948,base_points,502.9254442729308
949,base_points,502.9254442729308
950,base_points,502.9254442729308
951,base_points,502.9254442729308
952,base_points,502.9254442729308
953,base_points,502.9254442729308
954,base_points,502.9254442729308
955,base_points,502.9254442729308
956,base_points,502.9254442729308
957,base_points,502.9254442729308
958,base_points,502.9254442729308
959,base_points,502.9254442729308
960,base_points,502.9254442729308
961,base_points,502.9254442729308
962,base_points,502.9254442729308
963,base_points,502.9254442729308
964,base_points,502.9254442729308
965,base_points,502.9254442729308
966,base_points,502.9254442729308
967,base_points,502.9254442729308
968,base_points,502.9254442729308
969,base_points,502.9254442729308
970,base_points,502.9254442729308
971,base_points,502.9254442729308
972,base_points,502.9254442729308
973,base_points,502.9254442729308
974,base_points,502.9254442729308
975,base_points,502.9254442729308
976,base_points,502.9254442729308
977,base_points,502.9254442729308
978,base_points,502.9254442729308
979,base_points,502.9254442729308
980,base_points,502.9254442729308
981,base_points,502.9254442729308
982,base_points,502.9254442729308
983,base_points,502.9254442729308
984,base_points,502.9254442729308
985,base_points,502.9254442729308
986,base_points,502.9254442729308
987,base_points,502.9254442729308
988,base_points,502.9254442729308
989,base_points,502.9254442729308
990,base_points,502.9254442729308
991,base_points,502.9254442729308
992,base_points,502.9254442729308
993,base_points,502.9254442729308
994,base_points,502.9254442729308
995,base_points,502.9254442729308
996,base_points,502.9254442729308
997,base_points,502.9254442729308
