accident_parking,age_of_driver,high_education_ind,age_of_driver_sq,marital_status,address_change_ind,witness_absent,no_verification,claim_year,zip_rate_x_accident_highway,age_of_driver_x_safty_rating,female_x_witness_absent,vehicle_price_per_driver_age,safty_rating,safty_rating_x_liab_prct,age_over_safety,age_of_driver_x_liab_prct,safety_risk_score,day_of_week_sin,female_x_liab_prct,unstable_lifestyle,witness_present_ind,vehicle_weight_x_liab_prct,female_x_zip_fraud_rate_oof,day_of_week_cos,liab_prct_sq,vehicle_price,day_of_week_num,zip_rate_x_is_female,payout_to_income_ratio_clipped,fraud
0,34,1,1156,1.0,0,1,1,2015,0.0,3026,1,441.1764576124572,89,5340,0.3777777777777777,2040,11,0.7818314824680298,60,0,0,1225119.4014,0.2521637426900585,0.6234898018587336,3600,15000.0,1,0.2521637426900585,0.0,0.0
0,23,1,529,1.0,1,1,1,2015,0.0,1426,0,1951.9583437507863,62,4278,0.365079365079365,1587,38,-0.7818314824680299,0,0,0,591795.5551440001,0.0,0.6234898018587334,4761,44895.04385822643,6,0.0,0.0421225584062797,0.0
0,57,1,3249,1.0,1,1,1,2015,0.1732940019665683,5016,1,263.15789012003705,88,8624,0.6404494382022472,5586,12,-0.7818314824680299,98,0,0,860156.213168,0.1732940019665683,0.6234898018587334,9604,15000.0,6,0.1732940019665683,0.0,0.0
0,34,0,1156,1.0,1,0,0,2015,0.0,3094,0,621.1207820467102,91,3003,0.3695652173913043,1122,9,0.9749279121818236,0,1,1,555029.4357299999,0.0,-0.2225209339563143,1089,21118.107210708928,2,0.0,0.0,0.0
1,44,1,1936,1.0,1,1,1,2016,0.0,2816,0,831.3781028816943,64,5632,0.676923076923077,3872,36,0.0,0,0,0,1287771.80312,0.0,1.0,7744,36580.63735817265,0,0.0,0.0,0.0
0,31,1,961,0.0,0,1,1,2016,0.0,2666,0,2280.204010803965,86,7138,0.3563218390804598,2573,14,-0.7818314824680299,0,0,0,1847108.78493,0.0,0.6234898018587334,6889,70686.32661512695,6,0.0,0.0,0.0
0,40,1,1600,1.0,0,1,1,2016,0.0,3240,1,393.4101660468607,81,7857,0.4878048780487805,3880,19,0.7818314824680298,97,0,0,2466375.40917,0.1505653021442495,0.6234898018587336,9409,15736.407035284592,1,0.1505653021442495,0.0847568100394717,0.0
0,66,1,4356,1.0,1,1,1,2015,0.0,5148,0,227.2727238292012,78,3822,0.8354430379746836,3234,22,0.0,0,1,0,793508.9351,0.0,1.0,2401,15000.0,0,0.0,0.0551401697044304,0.0
0,55,1,3025,1.0,1,1,1,2016,0.0,3135,1,272.72726776859514,57,4617,0.9482758620689656,4455,43,0.0,81,0,0,4062926.38014,0.1162962962962963,1.0,6561,15000.0,0,0.1162962962962963,0.0,0.0
1,38,1,1444,1.0,0,1,1,2016,0.0,2926,0,394.7368317174518,77,3927,0.4871794871794871,1938,23,0.4338837391175582,0,0,0,602151.26352,0.0,-0.900968867902419,2601,15000.0,3,0.0,0.0101293333980636,0.0
1,52,1,2704,1.0,1,1,1,2016,0.0,4524,1,288.4615329142013,87,2262,0.5909090909090909,1352,13,0.0,26,0,0,252913.111308,0.2177777777777778,1.0,676,15000.0,0,0.2177777777777778,0.0,0.0
1,43,1,1849,1.0,1,1,1,2015,0.0,2838,1,1497.7041340158348,66,2970,0.6417910447761194,1935,34,0.7818314824680298,45,0,0,314016.444225,0.2271023965141612,0.6234898018587336,2025,64401.27926038503,1,0.2271023965141612,0.0,0.0
0,50,1,2500,1.0,0,0,0,2016,0.1896145124716553,4500,0,299.99999400000013,90,7380,0.5494505494505495,4100,10,-0.9749279121818236,0,0,1,948611.38546,0.0,-0.2225209339563146,6724,15000.0,5,0.0,0.0949156350755244,0.0
0,46,1,2116,1.0,1,1,1,2016,0.0,3266,1,326.0869494328924,71,1278,0.6388888888888888,828,29,0.4338837391175582,18,0,0,390349.32678,0.2105858585858586,-0.900968867902419,324,15000.0,3,0.2105858585858586,0.0,0.0
0,39,1,1521,1.0,1,1,1,2015,0.0,3432,1,737.0670552378691,88,8624,0.4382022471910112,3822,12,0.9749279121818236,98,0,0,754184.905418,0.1343310657596371,-0.2225209339563143,9604,28745.61589134395,2,0.1343310657596371,0.0,0.0
1,73,1,5329,1.0,1,1,1,2015,0.0,5183,1,205.4794492400076,71,2130,1.0138888888888888,2190,29,-0.433883739117558,30,0,0,679253.5647,0.1648309178743961,-0.9009688679024191,900,15000.0,4,0.1648309178743961,0.0,0.0
1,69,1,4761,1.0,0,1,1,2015,0.0,4623,1,423.4917263796218,67,1474,1.0147058823529411,1518,33,-0.7818314824680299,22,0,0,495294.23548,0.1429501915708812,0.6234898018587334,484,29220.92954368563,6,0.1429501915708812,0.008429180406906,0.0
1,54,0,2916,1.0,1,1,1,2016,0.0,4536,0,277.777772633745,84,1512,0.6352941176470588,972,16,-0.7818314824680299,0,0,0,549637.5169800001,0.0,0.6234898018587334,324,15000.0,6,0.0,0.0,0.0
0,43,1,1849,1.0,1,1,1,2015,0.0,4042,0,553.5469780987164,94,3948,0.4526315789473684,1806,6,0.9749279121818236,0,0,0,1863428.42532,0.0,-0.2225209339563143,1764,23802.520611791784,2,0.0,0.0,0.0
0,46,0,2116,1.0,0,1,1,2016,0.0,3220,0,326.0869494328924,70,5880,0.647887323943662,3864,30,-0.9749279121818236,0,0,0,1629325.68624,0.0,-0.2225209339563146,7056,15000.0,5,0.0,0.0594875012946667,0.0
0,39,1,1521,0.0,1,0,0,2015,0.0881196581196581,3510,0,770.4944144604827,90,450,0.4285714285714285,195,10,0.9749279121818236,5,0,1,99198.9726,0.0881196581196581,-0.2225209339563143,25,30049.28293445324,2,0.0881196581196581,0.0,0.0
1,38,0,1444,0.0,1,1,1,2015,0.0,2736,0,394.7368317174518,72,6408,0.5205479452054794,3382,28,-0.9749279121818236,0,1,0,1503772.8707100002,0.0,-0.2225209339563146,7921,15000.0,5,0.0,0.0,0.0
1,40,1,1600,1.0,1,1,1,2016,0.0,2840,1,374.9999906250002,71,6603,0.5555555555555556,3720,29,0.4338837391175582,93,0,0,3613015.20405,0.1629111111111111,-0.900968867902419,8649,15000.0,3,0.1629111111111111,0.0224466505446852,0.0
1,38,0,1444,1.0,0,1,1,2016,0.0,2546,0,1150.495596140311,67,0,0.5588235294117647,0,33,0.7818314824680298,0,0,0,0.0,0.0,0.6234898018587336,0,43718.8338038274,1,0.0,0.0,0.0
0,51,1,2601,1.0,0,1,1,2016,0.0,4131,1,682.5542432794614,81,7290,0.6219512195121951,4590,19,-0.433883739117558,90,0,0,1927061.1414,0.1998274002157497,-0.9009688679024191,8100,34810.26708980677,4,0.1998274002157497,0.0,0.0
0,73,1,5329,0.0,1,1,1,2015,0.1073504273504273,5548,0,205.4794492400076,76,3952,0.948051948051948,3796,24,-0.433883739117558,0,0,0,1300034.12344,0.0,-0.9009688679024191,2704,15000.0,4,0.0,0.0,0.0
0,47,1,2209,1.0,0,1,1,2015,0.0,3290,0,606.2775198549798,70,6720,0.6619718309859155,4512,30,-0.7818314824680299,0,0,0,913512.247008,0.0,0.6234898018587334,9216,28495.04403946157,6,0.0,0.0003727916569346,0.0
0,66,1,4356,1.0,0,0,0,2015,0.0,4950,0,688.9236605201834,75,4425,0.868421052631579,3894,25,0.0,0,0,1,1766880.41984,0.0,1.0,3481,45468.96228325576,0,0.0,0.1448430115833222,0.0
0,71,0,5041,0.0,1,0,0,2015,0.292609819121447,4970,0,211.2676026582028,70,6580,1.0,6674,30,-0.7818314824680299,94,1,1,1038283.73134,0.292609819121447,0.6234898018587334,8836,15000.0,6,0.292609819121447,0.0,0.0
0,51,0,2601,1.0,1,1,1,2016,0.1791060025542784,4488,1,806.411999285273,88,6072,0.5730337078651685,3519,12,0.0,69,0,0,3314824.54467,0.1791060025542784,1.0,4761,41127.01276996092,0,0.1791060025542784,0.0,0.0
0,44,0,1936,1.0,1,1,1,2016,0.0,3168,0,739.1882187217296,72,72,0.6027397260273972,44,28,-0.7818314824680299,0,0,0,37431.8213,0.0,0.6234898018587334,1,32524.28236294432,6,0.0,0.0364473540042689,1.0
0,22,1,484,1.0,1,0,0,2015,0.1492551892551892,2024,0,681.8181508264477,92,4876,0.2365591397849462,1166,8,0.9749279121818236,53,1,1,1036171.01185,0.1492551892551892,-0.2225209339563143,2809,15000.0,2,0.1492551892551892,0.0,0.0
0,39,1,1521,1.0,1,1,1,2015,0.0,2886,0,384.61537475345193,74,3700,0.52,1950,26,0.9749279121818236,0,0,0,1509632.9765,0.0,-0.2225209339563143,2500,15000.0,2,0.0,0.0143629409394164,0.0
0,42,1,1764,1.0,1,1,1,2016,0.2194074074074074,3822,1,357.142848639456,91,4550,0.4565217391304347,2100,9,0.7818314824680298,50,1,0,694950.717,0.2194074074074074,0.6234898018587336,2500,15000.0,1,0.2194074074074074,0.0,1.0
0,49,1,2401,0.0,0,1,1,2015,0.0,3479,1,752.7768220000737,71,639,0.6805555555555556,441,29,-0.433883739117558,9,0,0,176241.86721,0.0979337231968811,-0.9009688679024191,81,36886.06503078043,4,0.0979337231968811,0.0,0.0
0,34,1,1156,1.0,1,0,0,2016,0.2106172839506173,2346,0,441.1764576124572,69,3381,0.4857142857142857,1666,31,-0.433883739117558,0,0,1,1104586.00742,0.0,-0.9009688679024191,2401,15000.0,4,0.0,0.0675310512776683,0.0
0,55,1,3025,0.0,0,1,1,2016,0.0,5115,1,272.72726776859514,93,7254,0.5851063829787234,4290,7,0.9749279121818236,78,0,0,698454.9417300001,0.1863663663663663,-0.2225209339563143,6084,15000.0,2,0.1863663663663663,0.0371215705720395,1.0
1,79,1,6241,1.0,0,1,1,2016,0.0,6162,0,389.8438636462544,78,3900,1.0,3950,22,-0.9749279121818236,0,0,0,1537277.97,0.0,-0.2225209339563146,2500,30797.66561789796,5,0.0,0.028306825592092,0.0
0,51,1,2601,1.0,0,1,1,2016,0.0,4590,1,294.11764129181097,90,990,0.5604395604395604,561,10,-0.433883739117558,11,0,0,114667.08649,0.2225597749648382,-0.9009688679024191,121,15000.0,4,0.2225597749648382,0.0,0.0
1,41,1,1681,0.0,0,1,1,2016,0.0,3772,1,792.970479737866,92,8556,0.4408602150537634,3813,8,-0.433883739117558,93,0,0,1689214.66236,0.1479693486590038,-0.9009688679024191,8649,32511.790462222983,4,0.1479693486590038,0.0597760227050086,0.0
1,51,1,2601,1.0,1,1,1,2015,0.0,3213,0,906.6481285527926,63,5040,0.796875,4080,37,-0.7818314824680299,0,0,0,1566628.1992,0.0,0.6234898018587334,6400,46239.05546284055,6,0.0,0.0,0.0
0,63,1,3969,0.0,0,0,0,2015,0.0,5292,0,623.9476098313014,84,4200,0.7411764705882353,3150,16,0.9749279121818236,0,0,1,1258775.051,0.0,-0.2225209339563143,2500,39308.70004331959,2,0.0,0.0,0.0
0,59,1,3481,1.0,0,1,1,2015,0.0974940898345153,4366,0,254.2372838264868,74,0,0.7866666666666666,0,26,0.7818314824680298,0,0,0,0.0,0.0,0.6234898018587336,0,15000.0,1,0.0,0.0,0.0
0,53,1,2809,1.0,0,0,0,2015,0.0,4770,0,1763.5434641257466,90,8280,0.5824175824175825,4876,10,0.4338837391175582,0,0,1,3774665.42032,0.0,-0.900968867902419,8464,93467.80536220803,3,0.0,0.0,0.0
1,41,0,1681,1.0,1,1,1,2016,0.0,3485,0,1854.4073875673992,85,7225,0.4767441860465116,3485,15,0.4338837391175582,0,0,0,1298862.62205,0.0,-0.900968867902419,7225,76030.70474467074,3,0.0,0.0,0.0
0,31,0,961,1.0,0,1,1,2015,0.0,2573,0,483.8709521331951,83,6142,0.369047619047619,2294,17,0.9749279121818236,0,0,0,1906382.27314,0.0,-0.2225209339563143,5476,15000.0,2,0.0,0.0,0.0
0,20,1,400,0.0,1,1,1,2016,0.0,1020,1,786.7305176968534,51,1071,0.3846153846153846,420,49,0.7818314824680298,21,1,0,520444.00128,0.2735265700483092,0.6234898018587336,441,15734.611140667588,1,0.2735265700483092,0.0271023117885108,0.0
0,25,1,625,1.0,0,1,1,2016,0.0,1425,0,599.999976000001,57,5529,0.4310344827586206,2425,43,-0.9749279121818236,0,0,0,5466780.337459999,0.0,-0.2225209339563146,9409,15000.0,5,0.0,0.0,0.0
0,53,0,2809,0.0,1,1,1,2015,0.0,3498,0,496.074798767583,66,1122,0.7910447761194029,901,34,0.4338837391175582,0,0,0,255876.11251,0.0,-0.900968867902419,289,26291.964830756697,3,0.0,0.066261456267801,0.0
0,41,1,1681,1.0,1,1,1,2015,0.0,3239,1,1026.7229711454045,79,2528,0.5125,1312,21,-0.433883739117558,32,0,0,486044.94528,0.2077629629629629,-0.9009688679024191,1024,42095.64284368455,4,0.2077629629629629,0.0,0.0
0,29,0,841,0.0,1,1,1,2016,0.1034002677376171,2175,0,522.2928598076804,75,6975,0.3815789473684211,2697,25,-0.433883739117558,0,0,0,3568166.52507,0.0,-0.9009688679024191,8649,15146.493456715594,4,0.0,0.1514523055534756,0.0
1,43,1,1849,0.0,1,1,1,2016,0.0,3698,0,1276.042383503562,86,3526,0.4942528735632184,1763,14,-0.7818314824680299,0,0,0,2024172.96471,0.0,0.6234898018587334,1681,54869.82376669555,6,0.0,0.0,0.0
0,32,1,1024,1.0,0,0,0,2015,0.0873712737127371,2784,0,468.749985351563,87,3741,0.3636363636363636,1376,13,0.4338837391175582,43,0,1,769308.7756800001,0.0873712737127371,-0.900968867902419,1849,15000.0,3,0.0873712737127371,0.0185821222133897,0.0
0,40,1,1600,0.0,0,1,1,2015,0.0,2840,0,374.9999906250002,71,5822,0.5555555555555556,3280,29,0.7818314824680298,0,0,0,2645581.8965200004,0.0,0.6234898018587336,6724,15000.0,1,0.0,0.0563761596234017,0.0
1,33,1,1089,0.0,0,1,1,2015,0.0,2574,1,454.5454407713503,78,1560,0.4177215189873418,660,22,-0.9749279121818236,20,0,0,271692.0614,0.1213526570048309,-0.2225209339563146,400,15000.0,5,0.1213526570048309,0.0,0.0
0,52,1,2704,0.0,1,0,0,2016,0.0,4784,0,1353.4773025246889,92,1840,0.5591397849462365,1040,8,-0.7818314824680299,20,0,1,122437.39224000002,0.113922902494331,0.6234898018587334,400,70380.82108476112,6,0.113922902494331,0.1718944568992557,0.0
1,61,1,3721,1.0,1,0,0,2015,0.0,5612,0,245.90163531308795,92,736,0.6559139784946236,488,8,0.4338837391175582,0,1,1,289972.04104,0.0,-0.900968867902419,64,15000.0,3,0.0,0.0495496771598433,0.0
0,41,1,1681,0.0,1,0,0,2016,0.1361517615176151,2911,0,365.8536496133256,71,3621,0.5694444444444444,2091,29,0.7818314824680298,51,0,1,1847135.66793,0.1361517615176151,0.6234898018587336,2601,15000.0,1,0.1361517615176151,0.0786483958132033,0.0
0,40,1,1600,1.0,0,1,1,2015,0.0,3080,1,956.6977807676956,77,308,0.5128205128205128,160,23,0.9749279121818236,4,0,0,19303.43028,0.15545159194282,-0.2225209339563143,16,38267.9121874056,2,0.15545159194282,0.0709727921482833,0.0
0,34,1,1156,0.0,1,0,0,2015,0.0,2176,0,1401.074086464862,64,3200,0.5230769230769231,1700,36,-0.7818314824680299,0,0,1,724741.8045000001,0.0,0.6234898018587334,2500,47636.52034087939,6,0.0,0.0691969183759155,0.0
1,25,0,625,1.0,1,0,0,2016,0.0,2275,0,879.0942646744934,91,91,0.2717391304347826,25,9,0.0,1,0,1,9360.960445,0.1114574314574314,1.0,1,21977.3574959566,0,0.1114574314574314,0.0035708057739924,0.0
0,47,0,2209,1.0,0,1,1,2016,0.0,3713,0,319.14892937981006,79,4898,0.5875,2914,21,0.9749279121818236,0,0,0,1150979.85812,0.0,-0.2225209339563143,3844,15000.0,2,0.0,0.0,1.0
0,46,1,2116,1.0,1,1,1,2016,0.0,3910,0,326.0869494328924,85,6290,0.5348837209302325,3404,15,-0.433883739117558,0,1,0,1195938.70194,0.0,-0.9009688679024191,5476,15000.0,4,0.0,0.0,0.0
0,45,0,2025,1.0,0,1,1,2016,0.0,3060,1,333.3333259259261,68,6052,0.6521739130434783,4005,32,-0.9749279121818236,89,0,0,2475015.87279,0.1187706855791962,-0.2225209339563146,7921,15000.0,5,0.1187706855791962,0.0,1.0
0,50,1,2500,1.0,0,1,1,2016,0.0,4050,0,334.9769650272999,81,3888,0.6097560975609756,2400,19,0.9749279121818236,0,0,0,1140824.56896,0.0,-0.2225209339563143,2304,16748.84858634196,2,0.0,0.0,0.0
0,34,1,1156,1.0,1,1,1,2016,0.0617624521072796,1870,1,441.1764576124572,55,2750,0.6071428571428571,1700,45,0.0,50,0,0,852410.0115000001,0.0617624521072796,1.0,2500,15000.0,0,0.0617624521072796,0.0,0.0
0,47,1,2209,1.0,0,1,1,2015,0.0,1175,1,1152.6675942869851,25,25,1.807692307692308,47,75,-0.9749279121818236,1,0,0,10202.53518,0.2271023965141612,-0.2225209339563146,1,54175.37808415589,5,0.2271023965141612,0.0,0.0
0,45,1,2025,1.0,1,1,1,2016,0.1254195011337868,3465,0,852.8497689316735,77,7623,0.5769230769230769,4455,23,0.9749279121818236,0,0,0,3003830.33346,0.0,-0.2225209339563143,9801,38378.24045477507,2,0.0,0.0,0.0
0,45,1,2025,1.0,1,0,0,2016,0.1073504273504273,3330,0,766.2054952662968,74,7400,0.6,4500,26,0.7818314824680298,100,0,1,1601936.832,0.1073504273504273,0.6234898018587336,10000,34479.24805318885,1,0.1073504273504273,0.0,1.0
0,71,1,5041,1.0,1,1,1,2015,0.1547392290249433,6248,1,211.2676026582028,88,2552,0.797752808988764,2059,12,-0.9749279121818236,29,0,0,1002812.85672,0.1547392290249433,-0.2225209339563146,841,15000.0,5,0.1547392290249433,0.0551037122963445,0.0
0,44,0,1936,1.0,0,0,0,2015,0.1574764595103578,3916,0,1467.8528207573052,89,8277,0.4888888888888889,4092,11,-0.9749279121818236,0,0,1,1427276.13081,0.0,-0.2225209339563146,8649,64585.52558117424,5,0.0,0.0359520563797426,0.0
0,69,0,4761,1.0,0,0,0,2015,0.0,6693,0,322.3176389794744,97,9409,0.7040816326530612,6693,3,-0.7818314824680299,97,0,1,5866207.92298,0.1613238770685579,0.6234898018587334,9409,22239.917411901373,6,0.1613238770685579,0.0,0.0
0,29,0,841,1.0,1,1,1,2016,0.0,2291,1,632.722133196528,79,2449,0.3625,899,21,-0.9749279121818236,31,0,0,641932.2343299999,0.1400472813238771,-0.2225209339563146,961,18348.94249542145,5,0.1400472813238771,0.0,0.0
0,59,1,3481,1.0,0,1,1,2016,0.0,4307,0,553.1854600323821,73,5548,0.7972972972972973,4484,27,-0.433883739117558,0,0,0,2663813.3577600005,0.0,-0.9009688679024191,5776,32637.942695096004,4,0.0,0.2261012543321828,0.0
0,30,1,900,1.0,0,1,1,2016,0.0,2400,0,2582.3212842873777,80,4240,0.3703703703703703,1590,20,-0.433883739117558,0,0,0,1869826.1092300003,0.0,-0.9009688679024191,2809,77469.64111094261,4,0.0,0.028224886731441,0.0
0,51,0,2601,1.0,0,1,1,2015,0.1653472222222222,3876,1,294.11764129181097,76,6612,0.6623376623376623,4437,24,0.0,87,0,0,1745034.00879,0.1653472222222222,1.0,7569,15000.0,0,0.1653472222222222,0.0,0.0
1,43,1,1849,1.0,1,1,1,2015,0.0,3354,1,348.83720118983257,78,1950,0.5443037974683544,1075,22,0.0,25,1,0,174715.968675,0.1620246913580247,1.0,625,15000.0,0,0.1620246913580247,0.0,0.0
0,46,1,2116,1.0,1,1,1,2015,0.1007830687830688,3358,1,326.0869494328924,73,1679,0.6216216216216216,1058,27,0.4338837391175582,23,0,0,799919.12911,0.1007830687830688,-0.900968867902419,529,15000.0,3,0.1007830687830688,0.0438355199196968,0.0
0,46,0,2116,1.0,1,0,0,2015,0.0996135265700483,2070,0,326.0869494328924,45,1800,1.0,1840,55,-0.7818314824680299,0,0,1,1268497.7464,0.0,0.6234898018587334,1600,15000.0,6,0.0,0.0,0.0
0,37,0,1369,1.0,1,0,0,2015,0.0,2442,0,1960.903934606812,66,5544,0.5522388059701493,3108,34,0.4338837391175582,84,0,1,1623370.11144,0.1693719806763285,-0.900968867902419,7056,72553.44754135596,3,0.1693719806763285,0.0,0.0
0,39,0,1521,1.0,1,1,1,2015,0.0,2730,1,384.61537475345193,70,1750,0.5492957746478874,975,30,0.7818314824680298,25,0,0,763827.82875,0.1896145124716553,0.6234898018587336,625,15000.0,1,0.1896145124716553,0.0729196389101504,0.0
0,72,1,5184,1.0,0,1,1,2015,0.0,6264,0,208.3333304398149,87,7482,0.8181818181818182,6192,13,-0.9749279121818236,0,0,0,1864528.3689800005,0.0,-0.2225209339563146,7396,15000.0,5,0.0,0.0887355642047276,0.0
0,40,0,1600,1.0,1,0,0,2015,0.0,3480,0,374.9999906250002,87,8439,0.4545454545454545,3880,13,0.4338837391175582,97,0,1,1394840.6213399998,0.1629111111111111,-0.900968867902419,9409,15000.0,3,0.1629111111111111,0.0,0.0
0,38,1,1444,1.0,1,0,0,2015,0.0,3344,0,394.7368317174518,88,4400,0.4269662921348314,1900,12,0.9749279121818236,0,0,1,614958.022,0.0,-0.2225209339563143,2500,15000.0,2,0.0,0.0548586177657534,0.0
0,51,1,2601,1.0,1,1,1,2015,0.1589300411522634,3672,1,294.11764129181097,72,5040,0.6986301369863014,3570,28,0.7818314824680298,70,1,0,1546904.4542,0.1589300411522634,0.6234898018587336,4900,15000.0,1,0.1589300411522634,0.0270887943380824,0.0
0,33,0,1089,1.0,0,1,1,2016,0.0,1980,1,454.5454407713503,60,2340,0.5409836065573771,1287,40,-0.7818314824680299,39,0,0,611886.11055,0.1804331450094161,0.6234898018587334,1521,15000.0,6,0.1804331450094161,0.0,0.0
0,30,1,900,0.0,0,1,1,2015,0.0,1410,1,499.9999833333339,47,893,0.625,570,53,0.0,19,0,0,397122.64762,0.1404115226337448,1.0,361,15000.0,0,0.1404115226337448,0.0,0.0
