claim_id,score,pred_proba_bad,score_band,fraud
71,441.39183084032265,0.43846449550977484,<450,0.0
72,509.62683894320173,0.13895942884181534,500-550,0.0
73,541.5864136321537,0.07159900411778487,500-550,0.0
74,502.8141290627347,0.15888434936189855,500-550,0.0
75,531.6609245735323,0.08842210203867713,500-550,0.0
76,513.183971662224,0.1294143549532064,500-550,0.0
77,606.2093312941944,0.017031893140041908,600-650,0.0
78,480.23122971774427,0.2414444102095494,450-500,0.0
79,513.330700936554,0.1290328771857014,500-550,0.0
80,513.7688801331421,0.12789936450741216,500-550,0.0
81,534.0680374203337,0.08404066302482117,500-550,0.0
82,494.75604487210455,0.18537134118408768,450-500,1.0
83,492.153520035137,0.19462392721752408,450-500,0.0
84,488.77124095036817,0.2071660792990192,450-500,1.0
85,520.2149388089331,0.11218673590473416,500-550,0.0
86,479.44088394329157,0.24480464125588075,450-500,0.0
87,504.571169614237,0.15353388909289853,500-550,0.0
88,487.40529935637846,0.21239766277631683,450-500,0.0
89,517.1533142623379,0.11942798942915615,500-550,1.0
90,517.3677721626428,0.11890787587762612,500-550,0.0
91,523.4641714016707,0.10492423231864109,500-550,0.0
92,559.8716810587749,0.048114463354003045,550-600,0.0
93,455.6995588523379,0.35939870807138147,450-500,0.0
94,542.5363900380585,0.07015363846197269,500-550,0.0
95,510.0898791417754,0.1376842939191924,500-550,0.0
96,478.73289493776275,0.24784144487036205,450-500,0.0
97,532.3650109649959,0.08711960380574907,500-550,0.0
98,492.390407609657,0.19376745144168311,450-500,0.0
99,480.8706563376674,0.23874893197849142,450-500,0.0
100,493.7365504290043,0.18895479438099377,450-500,0.0
101,463.93845561722037,0.3168396468461481,450-500,0.0
102,557.3769264539685,0.05082422475044491,550-600,0.0
103,507.57468197472826,0.14473031591994973,500-550,0.0
104,534.8279422758812,0.08269895569355104,500-550,0.0
105,490.38837286851896,0.20109627638995486,450-500,0.0
106,458.70446784768995,0.34357500053914647,450-500,0.0
107,478.88138319733156,0.24720244071764896,450-500,0.0
108,501.91626919868787,0.16167636659198534,500-550,1.0
109,485.0703510002666,0.22156245208693465,450-500,0.0
110,499.4901717414824,0.1694186692956276,450-500,0.0
111,470.13746370271167,0.2866804514270533,450-500,1.0
112,455.04555236669876,0.36288501791624944,450-500,0.0
113,511.9337545031752,0.13270383447173068,500-550,0.0
114,433.5275752388849,0.4835825846783552,<450,0.0
115,581.4211882542639,0.029806723812318733,550-600,0.0
116,574.6669500239105,0.034666318225231266,550-600,0.0
117,495.94560071818364,0.18125676766391355,450-500,0.0
118,548.6872034273545,0.06143077618100959,500-550,0.0
119,572.3402500894185,0.0365110141691965,550-600,0.0
120,482.967605923188,0.23005502370176986,450-500,0.0
121,465.01738459170326,0.31146860657848574,450-500,0.0
122,460.046935917871,0.33661389656755947,450-500,0.0
123,534.3216692678504,0.08359066036946017,500-550,0.0
124,514.280628251568,0.12658630669430002,500-550,0.0
125,541.4459491298413,0.07181503568991837,500-550,0.0
126,563.9022707356407,0.04402440003181365,550-600,0.0
127,542.3536545599258,0.07042955436003705,500-550,0.0
128,531.9867625435901,0.08781715845622692,500-550,0.0
129,543.493454578621,0.06872480779570402,500-550,0.0
130,456.6871606728979,0.35416221529545766,450-500,0.0
131,494.6435350637423,0.1857642139930796,450-500,0.0
132,492.8082473161225,0.19226372220007415,450-500,0.0
133,496.57676192774693,0.17910267299493202,450-500,0.0
134,477.894756151865,0.2514690142551484,450-500,0.0
135,508.8998168454144,0.14098149357757114,500-550,0.0
136,524.4976009484664,0.10270285365534863,500-550,0.0
137,539.3969425906987,0.07503542809435117,500-550,0.0
138,511.0191106607141,0.1351550131345501,500-550,0.0
139,483.9707853213583,0.2259751564164749,450-500,0.0
140,490.61213181991144,0.20026697664674292,450-500,0.0
141,566.423313682827,0.04163702401833589,550-600,0.0
142,493.9468275082565,0.18821136031167024,450-500,0.0
143,477.6202748000694,0.25266463903644215,450-500,0.0
144,465.5502474387685,0.3088344274407435,450-500,0.0
145,537.3678255113008,0.0783548435652977,500-550,1.0
146,530.6289210897821,0.09036299839350861,500-550,0.0
147,498.78608535001877,0.17172014201272418,450-500,0.0
148,467.51703136529,0.29921967405502126,450-500,1.0
149,510.7661325116152,0.13583968667600466,500-550,0.0
150,498.4443725519912,0.17284601296747107,450-500,1.0
151,503.42790120858683,0.15699833421450518,500-550,0.0
152,529.1241891702173,0.09326172518504164,500-550,0.0
153,521.6641409162944,0.10889478720171636,500-550,0.0
154,501.8603934959488,0.16185142183617218,500-550,0.0
155,472.02175131469636,0.27786081045577304,450-500,0.0
156,526.6442213351081,0.09822142548386142,500-550,0.0
157,486.7727655160978,0.2148527459713864,450-500,1.0
158,543.6636362072561,0.06847357748003968,500-550,0.0
159,574.8996044725116,0.034486880099972604,550-600,0.0
160,487.47685190756147,0.21212123637753824,450-500,1.0
161,548.1514026436196,0.06214843600717803,500-550,0.0
162,546.0155780762802,0.06508764684145592,500-550,0.0
163,464.8305769230078,0.3123949879277646,450-500,0.0
164,531.119609973516,0.08943541648147861,500-550,0.0
165,485.13822494107717,0.22129209514361015,450-500,0.0
166,513.330700936554,0.1290328771857014,500-550,0.0
167,458.48522400214745,0.34471835692653846,450-500,0.0
168,481.3647105635557,0.23668045710701704,450-500,0.0
169,547.9675329115937,0.06239651311998127,500-550,0.0
170,469.1189776208005,0.2915166814467807,450-500,0.0
171,532.1669074523818,0.08748431316690494,500-550,0.0
172,497.89335613345656,0.17467378163400363,450-500,0.0
173,464.7804970171832,0.3126435901678856,450-500,0.0
174,436.15212871949774,0.46845860466294137,<450,1.0
175,598.2809441182605,0.020386116726131713,550-600,0.0
176,455.74963875816246,0.359132352776717,450-500,0.0
177,522.3615591955747,0.10734098456780895,500-550,1.0
178,502.8141290627347,0.15888434936189855,500-550,0.0
179,533.115725211036,0.08574998813704393,500-550,0.0
180,453.8653511461777,0.36921273339593635,450-500,0.0
181,481.69839841860994,0.2352904070101199,450-500,0.0
182,512.0413288658456,0.1324180310850266,500-550,0.0
183,488.740249321249,0.2072837153775908,450-500,0.0
184,488.9169313662775,0.20661373768510413,450-500,0.0
185,551.2512973866484,0.058102442668924004,550-600,0.0
186,486.43517557885724,0.21617145969677268,450-500,0.0
187,567.4182762007496,0.04072930914127799,550-600,0.0
188,521.6016543400272,0.10903496273980087,500-550,0.0
189,559.4519910474557,0.04856052718204013,550-600,0.0
190,550.15293869918,0.0595069392438342,550-600,0.0
191,521.0169474965675,0.1103543190897489,500-550,0.0
192,512.8175808321558,0.13037111878468968,500-550,0.0
193,514.8489957063566,0.1251415008860011,500-550,1.0
194,502.23834536250774,0.16067029933381585,500-550,0.0
195,520.9444704005338,0.11051883002250962,500-550,0.0
196,515.2563014191668,0.12411482982077947,500-550,0.0
197,487.85642299226834,0.21065925102697308,450-500,1.0
198,490.7176737023401,0.19987670600337767,450-500,0.0
199,540.7418627383776,0.07290699423095695,500-550,0.0
200,562.6417620842874,0.04526652463472839,550-600,0.0
201,553.1828006185472,0.05570777188028797,550-600,0.0
202,477.1022569768072,0.2549313244693895,450-500,0.0
203,525.0929976253968,0.10144202681363258,500-550,0.0
204,450.96268917195727,0.3849642447658482,450-500,1.0
205,556.7272823362039,0.05155322368576098,550-600,0.0
206,497.95492685084685,0.1744687925360347,450-500,1.0
207,592.8498012447253,0.02304890491963789,550-600,0.0
208,530.93780967082,0.08977808016070837,500-550,0.0
209,517.522099726354,0.11853480664094572,500-550,0.0
210,531.6609245735323,0.08842210203867713,500-550,0.0
211,495.94560071818364,0.18125676766391355,450-500,0.0
212,462.25044927624947,0.3253412048220967,450-500,0.0
213,479.1115831094704,0.24621398834404523,450-500,0.0
214,496.87599787636395,0.17808842376729717,450-500,0.0
215,529.998404532671,0.09156762149319458,500-550,0.0
216,506.8502718827666,0.14681447680811072,500-550,0.0
217,535.4350463095501,0.08164107322408545,500-550,1.0
218,522.3615591955747,0.10734098456780895,500-550,0.0
219,473.537411605328,0.2708890109069757,450-500,0.0
220,492.8082473161225,0.19226372220007415,450-500,0.0
221,545.0531617546882,0.06645392480715111,500-550,0.0
222,529.5466267731448,0.09243961877631736,500-550,0.0
223,491.19645549457437,0.1981134432438836,450-500,0.0
224,513.840434806371,0.1277150710097894,500-550,0.0
225,555.7225519659572,0.052700182092328476,550-600,0.0
226,504.0355591755633,0.1551490938391408,500-550,0.0
227,501.6074153468499,0.16264590141413673,500-550,1.0
228,489.2445006592609,0.20537583667329318,450-500,0.0
229,504.9926237161259,0.15227263626001225,500-550,0.0
230,492.97894124621365,0.1916519892333716,450-500,0.0
231,550.8222729616047,0.058647305584772845,550-600,0.0
232,478.78687745765245,0.24760900850915815,450-500,0.0
233,527.7530216626308,0.09597551305114277,500-550,0.0
234,548.5070585185626,0.061671196616827205,500-550,0.0
235,490.35915367081253,0.20120475861822615,450-500,1.0
236,496.435046419328,0.17958458602456734,450-500,0.0
237,550.2017964227592,0.05944379341085865,550-600,0.0
238,521.1813579750537,0.1099819297452015,500-550,0.0
239,487.8291059298787,0.21076422039044096,450-500,0.0
240,460.89229937377,0.3322663065537306,450-500,0.0
241,498.9613100434236,0.17114507236916263,450-500,0.0
242,484.9268521500266,0.2221348173652222,450-500,0.0
243,533.5055317790376,0.08504653985290879,500-550,0.0
244,468.77203305800185,0.2931750513799801,450-500,1.0
245,511.65159105749893,0.13345596894341272,500-550,0.0
246,513.7188002273176,0.12802848336611994,500-550,0.0
247,513.0869045835229,0.1296672445937959,500-550,0.0
248,519.801978516184,0.1131405908370408,500-550,0.0
249,511.13847095310075,0.13483298228240045,500-550,0.0
250,532.562143968694,0.08675804693599967,500-550,0.0
251,518.4144226596,0.11639753445171948,500-550,0.0
252,486.27629047607104,0.21679413131487993,450-500,0.0
253,482.8318792644214,0.23061096408242543,450-500,0.0
254,510.5722959492027,0.13636627235584142,500-550,0.0
255,496.11257905489845,0.1806849309675682,450-500,0.0
256,518.6720834977854,0.11578664674457469,500-550,0.0
257,495.99898920507655,0.18107377950187048,450-500,0.0
258,524.8869984117646,0.10187669473967062,500-550,0.0
259,551.0646039009587,0.05833895804171948,550-600,0.0
260,470.80698396177144,0.28352754747144293,450-500,1.0
261,517.522099726354,0.11853480664094572,500-550,0.0
262,539.0005922239728,0.07567349367191173,500-550,0.0
263,505.9490524876048,0.14944194214167333,500-550,0.0
264,520.9945503063583,0.11040513406555384,500-550,0.0
265,551.5305230339171,0.057750380219694614,550-600,0.0
266,510.0898791417754,0.1376842939191924,500-550,0.0
267,542.5363900380585,0.07015363846197269,500-550,0.0
268,513.330700936554,0.1290328771857014,500-550,0.0
269,477.1022569768072,0.2549313244693895,450-500,0.0
270,471.6991052675589,0.27935910270556086,450-500,0.0
271,505.99913239342936,0.14929492499099306,500-550,0.0
272,515.7724145026934,0.12282428676700256,500-550,0.0
273,468.9462637602476,0.29234155110335847,450-500,1.0
274,508.3435024991831,0.14254533190796792,500-550,0.0
275,494.9737138421716,0.18461308591953757,450-500,0.0
276,462.25044927624947,0.3253412048220967,450-500,1.0
277,465.0334751662822,0.31138888363196693,450-500,1.0
278,568.8887016522203,0.03942244568975608,550-600,0.0
279,492.8082473161225,0.19226372220007415,450-500,0.0
280,514.2723814696595,0.1266073748413732,500-550,0.0
281,478.3959137427161,0.24929571300603823,450-500,0.0
282,552.1095741015341,0.05702665554333785,550-600,0.0
283,528.5341002559782,0.09442107727940485,500-550,0.0
284,590.7617178691387,0.024160634221302598,550-600,0.0
285,503.30357476387906,0.1573788906022227,500-550,0.0
286,488.2332389081068,0.20921519807840833,450-500,0.0
287,516.3267411655198,0.12145106081156233,500-550,0.0
288,468.07139871778645,0.2965407985691842,450-500,0.0
289,528.6304778579099,0.09423084537849409,500-550,0.0
290,525.1645522986257,0.10129142851743499,500-550,0.0
291,507.5598314008416,0.14477279381340635,500-550,1.0
292,536.1345689731068,0.08043744854773127,500-550,0.0
293,483.67722924545257,0.22716370554344878,450-500,0.0
294,464.8305769230078,0.3123949879277646,450-500,0.0
295,530.9343005941951,0.0897847058201043,500-550,0.0
296,543.730342153141,0.06837533527131866,500-550,0.0
297,473.4476248519779,0.2712989391267383,450-500,1.0
298,476.34464779401657,0.25827038930240376,450-500,0.0
299,553.9520390576733,0.054780173216659116,550-600,0.0
300,487.7346001901996,0.2111276666810633,450-500,1.0
301,534.837777770367,0.08268171831836806,500-550,0.0
302,564.9116816729281,0.04305322188152988,550-600,0.0
303,469.32655855316136,0.2905271038994288,450-500,0.0
304,573.4783570591004,0.0355971700904783,550-600,0.0
305,455.6995588523379,0.35939870807138147,450-500,1.0
306,486.95768513943887,0.21413288307435593,450-500,0.0
307,577.7656277233776,0.03234863854888368,550-600,0.0
308,531.7267140071849,0.08829965641350875,500-550,0.0
309,538.8865947467484,0.07585793321648743,500-550,0.0
310,529.3992560608539,0.09272567522898996,500-550,0.0
311,522.6196205078945,0.10677100222442008,500-550,0.0
312,476.39472769984116,0.2580487909950115,450-500,0.0
313,510.6471987837303,0.13616258423885697,500-550,0.0
314,448.9760210450664,0.3958880246647643,<450,0.0
315,448.3873011013999,0.3991457279588868,<450,0.0
316,523.9963557749004,0.10377504232243319,500-550,0.0
317,525.4045855832044,0.10078768799924796,500-550,0.0
318,484.78643004710955,0.2226959324779997,450-500,0.0
319,471.40438355241156,0.28073203586333406,450-500,0.0
320,478.0827340408121,0.2506523641540528,450-500,0.0
321,540.4009789292659,0.0734411453939442,500-550,0.0
322,497.3271677251154,0.17656771437602867,450-500,1.0
323,508.73471763741435,0.14144409661048737,500-550,0.0
324,442.70301914340934,0.43101993762701923,<450,1.0
325,425.461094165282,0.5301339385678238,<450,1.0
326,473.2608171832824,0.2721530704306045,450-500,0.0
327,525.8900550378198,0.09977566369200319,500-550,0.0
328,524.4475210426418,0.1028095344283425,500-550,0.0
329,538.714896736705,0.0761365068459302,500-550,0.0
330,442.70301914340934,0.43101993762701923,<450,1.0
331,575.5940386010225,0.03395659872343455,550-600,0.0
332,486.32637038189563,0.21659772799565236,450-500,0.0
333,532.3237637168977,0.0871954266104557,500-550,0.0
334,483.2493528370736,0.22890398281434748,450-500,1.0
335,560.3145556995136,0.0476479779143566,550-600,0.0
336,528.2821477702545,0.09492001170235922,500-550,0.0
337,569.5916741932703,0.038811964438354545,550-600,0.0
338,519.0531859986196,0.1148882007844605,500-550,0.0
339,527.7226844994733,0.09603634655062014,500-550,1.0
340,445.856626590034,0.4132478780202943,<450,0.0
341,476.39472769984116,0.2580487909950115,450-500,0.0
342,450.48321481178493,0.38759051686379975,450-500,0.0
343,592.3258594188469,0.023323074870646127,550-600,0.0
344,530.08125371078,0.09140851518284113,500-550,0.0
345,581.4211882542639,0.029806723812318733,550-600,0.0
346,544.5903478524124,0.06712039529035083,500-550,0.0
347,525.9107333740968,0.09973275827469016,500-550,0.0
348,452.74570453790386,0.3752576781551325,450-500,0.0
349,536.2119613603109,0.0803052836286207,500-550,0.0
350,481.50445352436594,0.23609763841230483,450-500,0.0
351,445.4699544588632,0.4154158128216882,<450,0.0
352,503.56829536002294,0.15656949609741413,500-550,0.0
353,487.9623213621769,0.2102526851048862,450-500,1.0
354,445.95273740010384,0.41270953645823893,<450,1.0
355,459.3396103904093,0.34027298956899227,450-500,0.0
356,543.4484578360173,0.06879137672634365,500-550,0.0
357,507.0467112964434,0.14624686838641435,500-550,0.0
358,505.9490524876048,0.14944194214167333,500-550,0.0
359,507.509751495017,0.14491611641067886,500-550,1.0
360,485.8657808813598,0.2184089205924232,450-500,1.0
361,497.3921109598906,0.1763496591445759,450-500,0.0
362,541.0023177233585,0.07250128648524388,500-550,0.0
363,522.3615591955747,0.10734098456780895,500-550,1.0
364,498.0050067566714,0.17430220006974928,450-500,0.0
365,485.5324972370818,0.21972629361361914,450-500,0.0
366,560.3393727770423,0.04762196528915584,550-600,0.0
367,486.9804338929114,0.21404444708630116,450-500,0.0
368,553.7271311626585,0.05504986647364483,550-600,0.0
369,449.97876922245,0.39036063331864573,<450,0.0
370,542.3426735908519,0.07044616664819732,500-550,0.0
371,562.5778445128875,0.0453303914772603,550-600,0.0
372,524.8353389092572,0.10198595735969129,500-550,0.0
373,492.8082473161225,0.19226372220007415,450-500,0.0
374,452.74570453790386,0.3752576781551325,450-500,0.0
375,514.3792927478794,0.12633447979820547,500-550,0.0
376,514.6621880376612,0.1256148053973443,500-550,0.0
377,538.9958526477719,0.07568115374809221,500-550,0.0
378,493.04513489064254,0.19141516433455863,450-500,0.0
379,516.7057000453982,0.12051990210068649,500-550,0.0
380,498.5283370673806,0.1725688277657244,450-500,1.0
381,544.9213766681434,0.06664307213883637,500-550,1.0
382,477.11841713471864,0.25486041086320727,450-500,0.0
383,540.1569542674595,0.07382573271766853,500-550,0.0
384,511.9374747453992,0.13269394182248637,500-550,0.0
385,580.5142036195259,0.03041873735612247,550-600,0.0
386,492.5701941023609,0.19311933999292813,450-500,0.0
387,543.1025784463995,0.06930507336979788,500-550,0.0
388,543.6390022441543,0.06850989058274996,500-550,1.0
389,477.5654553180439,0.2529038797826298,450-500,0.0
390,511.60817391157804,0.13357202125561227,500-550,0.0
391,471.6991052675589,0.27935910270556086,450-500,0.0
392,490.7292566776307,0.19983390947406693,450-500,0.0
393,537.2299275281782,0.07858523969235943,500-550,0.0
394,547.9675329115937,0.06239651311998127,500-550,1.0
395,500.5459007783564,0.1660138759120871,500-550,0.0
396,505.52072416037436,0.15070424401638352,500-550,0.0
397,485.4976536641218,0.2198643491638932,450-500,0.0
398,519.8552776974349,0.1130170839834273,500-550,0.0
399,499.2933250861491,0.17005962555302595,450-500,0.0
400,466.512902862998,0.30410702716179705,450-500,1.0
401,529.8485992621789,0.09185594482763372,500-550,0.0
402,561.8737581214239,0.04603962176038349,550-600,0.0
403,470.7016665496938,0.2840221174555894,450-500,0.0
404,520.2650187147576,0.11207154028559461,500-550,0.0
405,547.486003527751,0.06305057919080707,500-550,0.0
406,540.7499618456935,0.07289434689226677,500-550,1.0
407,478.31962161533215,0.2496257476207937,450-500,0.0
408,505.3631311083753,0.1511708796891672,500-550,0.0
409,477.1523368826318,0.25471160728014114,450-500,0.0
410,462.804974771409,0.3225353041892138,450-500,1.0
411,432.3562330051009,0.4903438196494618,<450,1.0
412,497.7880656743228,0.17502476798280978,450-500,1.0
413,530.6859010859408,0.09025484225807442,500-550,0.0
414,529.3725886784716,0.09277752325212257,500-550,1.0
415,549.5793247331419,0.06025301610622336,500-550,0.0
416,465.99786165570816,0.3066312258041041,450-500,0.0
417,491.19645549457437,0.1981134432438836,450-500,0.0
418,492.7581674102979,0.19244348063025468,450-500,0.0
419,479.44088394329157,0.24480464125588075,450-500,0.0
420,507.07780483172854,0.14615719102571204,500-550,1.0
421,479.83369540662926,0.2431306251592376,450-500,0.0
422,478.0827340408121,0.2506523641540528,450-500,0.0
423,491.483422974919,0.1970622228923593,450-500,0.0
424,521.6998803219302,0.10881468446644939,500-550,0.0
425,526.3247768337063,0.09887710795084229,500-550,1.0
426,524.9582474743788,0.10172616942775117,500-550,0.0
427,590.0873876830017,0.02453070633480213,550-600,0.0
428,517.2337258002578,0.11923274147950005,500-550,0.0
429,462.300529182074,0.3250872811686714,450-500,0.0
430,468.373977726055,0.29508451046147655,450-500,0.0
431,528.4701826845782,0.09454742861985779,500-550,0.0
432,551.2083547063723,0.058156765429969996,550-600,0.0
433,525.7436955299676,0.10007981401541569,500-550,0.0
434,493.68647052317976,0.18913218349829214,450-500,0.0
435,496.8326476891094,0.17823507846739772,450-500,1.0
436,508.85959801542975,0.14109406888659107,500-550,0.0
437,445.23306688434315,0.4167455830161284,<450,0.0
438,523.5103108185493,0.10482415653632998,500-550,0.0
439,514.2723814696595,0.1266073748413732,500-550,0.0
440,471.6991052675589,0.27935910270556086,450-500,0.0
441,514.9836474860672,0.1248012894269358,500-550,0.0
442,505.29504600196566,0.15137284790516825,500-550,0.0
443,503.4779811144114,0.15684525408949798,500-550,0.0
444,473.7308285904312,0.27000727466574265,450-500,0.0
445,542.5363900380585,0.07015363846197269,500-550,0.0
446,547.1755714174554,0.0634756266544611,500-550,0.0
447,496.9099566502714,0.17797360647673593,450-500,0.0
448,520.043251005372,0.1125824439230958,500-550,1.0
449,499.2755310511631,0.1701176599754399,450-500,0.0
450,545.4875650764845,0.06583396376142461,500-550,0.0
451,542.1169707349101,0.07078841874817798,500-550,0.0
452,517.4056701400027,0.11881616787114047,500-550,0.0
453,479.3414495079989,0.24522962711957208,450-500,0.0
454,488.8645536656501,0.20681218657636846,450-500,0.0
455,498.0050067566714,0.17430220006974928,450-500,0.0
456,536.8979401809825,0.07914245863284741,500-550,0.0
457,589.5024792120835,0.0248561746637053,550-600,0.0
458,477.67573677667355,0.2524227468380547,450-500,0.0
459,532.1735702122855,0.08747202459779813,500-550,0.0
460,477.222019693608,0.254406093086799,450-500,0.0
461,501.5250494794466,0.16290524919359134,500-550,0.0
462,509.24783774181253,0.14001049212674818,500-550,0.0
463,529.1241891702173,0.09326172518504164,500-550,0.0
464,468.77203305800185,0.2931750513799801,450-500,0.0
465,560.5789132985594,0.047371577707477276,550-600,0.0
466,516.8680932407149,0.12012276689803296,500-550,0.0
467,481.64831851278535,0.23549866489940724,450-500,0.0
468,469.5147499633916,0.28963167645805893,450-500,0.0
469,460.9893408789873,0.3317690416089894,450-500,0.0
470,541.4459491298413,0.07181503568991837,500-550,0.0
471,552.6490997085031,0.05636000777300043,550-600,0.0
472,528.7502405747107,0.09399493403268441,500-550,0.0
473,472.2152137700755,0.2769647911353501,450-500,0.0
474,477.11841713471864,0.25486041086320727,450-500,0.0
475,525.255210131257,0.10110090946648197,500-550,0.0
476,480.2653876557799,0.24129989558895973,450-500,0.0
477,497.3271677251154,0.17656771437602867,450-500,1.0
478,543.3312195259674,0.06896510161982787,500-550,0.0
479,529.1881067416173,0.09313691529675733,500-550,0.0
480,511.24251312462667,0.13455280789195403,500-550,0.0
481,455.21017636646815,0.36200608192564315,450-500,1.0
482,495.2380714412176,0.18369541901399744,450-500,0.0
483,591.5990196929006,0.023708695154040144,550-600,0.0
484,531.7110044793568,0.08832888066312412,500-550,0.0
485,494.4873571951776,0.18631063601927347,450-500,0.0
486,511.48630947765776,0.13389821615844383,500-550,0.0
487,510.0397992359508,0.13782172990691008,500-550,0.0
488,449.9286893166254,0.39063603195014746,<450,1.0
489,495.34498271943744,0.183325302150152,450-500,0.0
490,515.8972948807088,0.12251376175948916,500-550,1.0
491,491.19645549457437,0.1981134432438836,450-500,1.0
492,510.95186703390965,0.13533672024686455,500-550,0.0
493,518.588357847735,0.11598484555996258,500-550,0.0
494,538.9505123181483,0.07575446851920008,500-550,0.0
495,513.6087432390391,0.12831262932006887,500-550,1.0
496,495.28392184453907,0.18353661832395035,450-500,0.0
497,475.87744897707296,0.26034366311924406,450-500,0.0
498,534.4058311070785,0.08344182195617578,500-550,0.0
499,542.1169707349101,0.07078841874817798,500-550,0.0
500,496.8353952807179,0.17822578049405322,450-500,0.0
501,526.6740926881479,0.09816031090589096,500-550,0.0
502,516.4237410388856,0.12121212889502615,500-550,0.0
503,483.52715391487544,0.22777303278326472,450-500,1.0
504,532.3285032930986,0.0871867110444111,500-550,0.0
505,491.4322757738676,0.1972492768068478,450-500,0.0
506,593.7429482138879,0.022588774026107816,550-600,0.0
507,491.24653540039895,0.1979296866791521,450-500,0.0
508,515.9603878106304,0.1223571331490017,500-550,0.0
509,490.72818938240397,0.19983785260606796,450-500,0.0
510,483.01704975457244,0.22985273399814654,450-500,0.0
511,539.3748538491611,0.07507085725270975,500-550,0.0
512,515.2550669429043,0.1241179305400994,500-550,0.0
513,476.7796812805461,0.25634955658087694,450-500,0.0
514,624.0956104950083,0.01133175553252925,600-650,0.0
515,533.2662303601577,0.0854777625061448,500-550,0.0
516,564.8616017671035,0.04310091885123508,550-600,0.0
517,573.2384535404852,0.03578795017825237,550-600,0.0
518,460.4162415700893,0.33471115022274167,450-500,0.0
